,Month,Temp,datetime,Year
0,1.0,66.68727416992186,1990-01-01,
1,2.0,64.4076141357422,1990-02-01,
2,3.0,65.43875732421876,1990-03-01,
3,4.0,68.1456787109375,1990-04-01,
4,5.0,68.60167846679687,1990-05-01,
5,6.0,70.85089721679688,1990-06-01,
6,7.0,71.20356750488281,1990-07-01,
7,8.0,72.67763671875,1990-08-01,
8,9.0,73.012060546875,1990-09-01,
9,10.0,71.67049255371094,1990-10-01,
10,11.0,70.40095520019531,1990-11-01,
11,12.0,67.20368957519531,1990-12-01,
12,1.0,65.74444580078125,1991-01-01,
13,2.0,66.88457641601562,1991-02-01,
14,3.0,65.41718750000001,1991-03-01,
15,4.0,67.59469604492188,1991-04-01,
16,5.0,68.92615966796876,1991-05-01,
17,6.0,69.86666259765624,1991-06-01,
18,7.0,71.557080078125,1991-07-01,
19,8.0,72.65370483398438,1991-08-01,
20,9.0,72.18271484375,1991-09-01,
21,10.0,71.30211181640625,1991-10-01,
22,11.0,71.23848876953124,1991-11-01,
23,12.0,68.20671997070312,1991-12-01,
24,1.0,65.663525390625,1992-01-01,
25,2.0,65.40868530273437,1992-02-01,
26,3.0,66.17286682128906,1992-03-01,
27,4.0,67.47393188476562,1992-04-01,
28,5.0,69.53632812500001,1992-05-01,
29,6.0,71.19532470703126,1992-06-01,
30,7.0,71.66553344726563,1992-07-01,
31,8.0,72.68365783691407,1992-08-01,
32,9.0,72.8900390625,1992-09-01,
33,10.0,71.85468750000001,1992-10-01,
34,11.0,69.92218017578125,1992-11-01,
35,12.0,68.73040161132812,1992-12-01,
36,1.0,64.39536743164062,1993-01-01,
37,2.0,64.24774780273438,1993-02-01,
38,3.0,65.36641845703124,1993-03-01,
39,4.0,67.98434448242188,1993-04-01,
40,5.0,68.29314575195312,1993-05-01,
41,6.0,70.681982421875,1993-06-01,
42,7.0,71.69828491210939,1993-07-01,
43,8.0,72.61441650390626,1993-08-01,
44,9.0,72.46612548828125,1993-09-01,
45,10.0,70.92854003906251,1993-10-01,
46,11.0,68.28695678710938,1993-11-01,
47,12.0,66.96691589355468,1993-12-01,
48,1.0,64.571435546875,1994-01-01,
49,2.0,66.55469970703126,1994-02-01,
50,3.0,65.81798095703124,1994-03-01,
51,4.0,67.06438598632812,1994-04-01,
52,5.0,68.93733215332031,1994-05-01,
53,6.0,70.38668823242188,1994-06-01,
54,7.0,72.86931457519532,1994-07-01,
55,8.0,73.4291259765625,1994-08-01,
56,9.0,73.50526733398438,1994-09-01,
57,10.0,71.68411254882812,1994-10-01,
58,11.0,69.50994262695312,1994-11-01,
59,12.0,66.67935791015626,1994-12-01,
60,1.0,66.32297973632812,1995-01-01,
61,2.0,65.72494506835938,1995-02-01,
62,3.0,67.224951171875,1995-03-01,
63,4.0,67.49982299804688,1995-04-01,
64,5.0,68.786767578125,1995-05-01,
65,6.0,71.05665588378906,1995-06-01,
66,7.0,72.3791473388672,1995-07-01,
67,8.0,72.60415344238281,1995-08-01,
68,9.0,72.4813018798828,1995-09-01,
69,10.0,71.84823608398438,1995-10-01,
70,11.0,71.006591796875,1995-11-01,
71,12.0,69.81288452148436,1995-12-01,
72,1.0,68.21439514160156,1996-01-01,
73,2.0,65.65220642089844,1996-02-01,
74,3.0,65.53521118164062,1996-03-01,
75,4.0,69.53081359863282,1996-04-01,
76,5.0,70.41505737304688,1996-05-01,
77,6.0,72.39779052734374,1996-06-01,
78,7.0,73.10352783203125,1996-07-01,
79,8.0,73.45873413085937,1996-08-01,
80,9.0,73.02340698242188,1996-09-01,
81,10.0,73.24314575195312,1996-10-01,
82,11.0,70.47468872070313,1996-11-01,
83,12.0,67.18681030273439,1996-12-01,
