,Month,tmean_f
421,February,67.57714233398437
422,March,68.27015991210938
423,April,69.27899780273438
424,May,70.02633361816406
425,June,71.7995849609375
426,July,72.78862609863282
427,August,73.50806274414063
428,September,73.3734130859375
429,October,72.22379150390626
430,November,70.2699981689453
431,December,69.19733276367188
432,January,67.58717651367188
