Year,Month,Day,RF_in
2026,3,1,0.0
2026,3,2,0.0088403940409395
2026,3,3,0.0223386777876138
2026,3,4,0.0086215130613231
2026,3,5,0.0002083929511453
2026,3,6,5.92856158682472e-05
2026,3,7,0.0041741406510821
2026,3,8,0.0101166249155893
2026,3,9,0.0010091301676273
2026,3,10,0.0
2026,3,11,0.5953277294195648
2026,3,12,0.4039652266214526
2026,3,13,3.930715859614228
2026,3,14,5.967811991640694
2026,3,15,0.2919121823181526
2026,3,16,0.0697761028353206
2026,3,17,0.6920484274182525
2026,3,18,0.0
2026,3,20,0.1228536771038385
2026,3,21,0.5729198706118767
2026,3,22,0.1431221682464252
2026,3,23,1.1715636833237644
2026,3,24,2.4359357805494044
2026,3,27,1.0194388962793226
2026,3,28,1.0344412362273077
2026,3,29,0.0077523772172101
2026,3,30,0.023834836764598456
