,Month,RF
1262,March,2.9892168020013123
1263,April,6.837996568788277
1264,May,4.437236279709828
1265,June,6.741396908719744
1266,July,4.071445415026247
1267,August,3.270331904041509
1268,September,8.721571750145815
1269,October,6.43729789038957
1270,November,9.432659621974338
1271,December,14.352051208442695
1272,January,4.046822977422962
1273,February,6.653822406313795
