,Month,tmean_f
421,February,69.94245876736112
422,March,70.87447916666667
423,April,72.0345920138889
424,May,72.23755696614583
425,June,73.25466851128472
426,July,74.30043131510416
427,August,74.75225694444444
428,September,74.74614800347223
429,October,74.05182834201389
430,November,72.60540907118056
431,December,71.19474283854167
432,January,70.11720377604166
