,Month,RF
1263,April,1.4752451801272235
1264,May,0.2537402678384278
1265,June,0.1612485846868696
1266,July,0.2612459841513409
1267,August,0.0831932408290272
1268,September,0.2832476242390274
1269,October,0.7256878941564596
1270,November,1.358826745642255
1271,December,0.5806502190834002
1272,January,1.4105504064596093
1273,February,3.2382245757691748
1274,March,18.59265828533586
