Year,Month,Day,RF_in
2026,3,31,0.0059509281979087
2026,4,1,0.0060715800044579
2026,4,2,0.0
2026,4,3,0.0020129300304111
2026,4,4,0.0
2026,4,5,0.012872328247889
2026,4,6,0.0050672400596828
2026,4,7,0.0954491619096386
2026,4,8,0.9898610679171832
2026,4,9,0.053878803462691
2026,4,10,0.3058180832661217
2026,4,11,0.4463479260933854
2026,4,12,1.221599755000243
2026,4,13,0.0318832597707513
2026,4,14,0.0026440562480645
2026,4,15,9.20812681237569e-09
2026,4,16,0.0029120911566407
2026,4,17,2.0885923847482242e-07
2026,4,18,0.0006283083960487
2026,4,19,0.0004717151393484
2026,4,20,0.0001399192527766
2026,4,21,1.4451072874787807e-06
