Year,Month,Day,RF_in
2026,3,31,0.0568502846479856
2026,4,1,0.004962373431111
2026,4,2,0.0149510814599628
2026,4,3,0.0019117650664025
2026,4,4,4.68001730949747e-07
2026,4,5,0.0082235650579586
2026,4,6,0.0003495559790188
2026,4,7,1.563078964765906
2026,4,8,2.4055256235874163
2026,4,9,0.0427585882522673
2026,4,10,1.252474157689924
2026,4,11,1.357330028570647
2026,4,12,0.2872927830635754
2026,4,13,0.0054533775710058
2026,4,14,0.0049013603390671
2026,4,15,2.103829721070893e-05
2026,4,16,0.0008358093905845
2026,4,17,3.492151613099078e-06
2026,4,18,0.0063325077819675
2026,4,19,0.1152317287785858
2026,4,20,0.0487492612236336
2026,4,21,0.009059397045813
