,Month,Temp
415,August,78.2210232204861
416,September,78.33672960069444
417,October,77.83600802951389
418,November,75.31585828993056
419,December,74.27760687934028
420,January,72.6601101345486
421,February,72.42637803819446
422,March,73.881640625
423,April,75.21373426649305
424,May,75.99029676649306
425,June,77.29163140190973
426,July,78.07203776041666
