Year,Month,NDVI,datetime
2000.0,4.0,0.1008913252088758,2000-04-01
2000.0,5.0,0.1621008390261803,2000-05-01
2000.0,6.0,0.591898082215109,2000-06-01
2000.0,7.0,0.0152514584270524,2000-07-01
2000.0,8.0,0.1087942123413086,2000-08-01
2000.0,9.0,0.3729620333071108,2000-09-01
2000.0,10.0,0.0595914228462878,2000-10-01
2000.0,11.0,0.2697910732693142,2000-11-01
2000.0,12.0,0.6778091619044174,2000-12-01
2001.0,1.0,0.5570876039104697,2001-01-01
2001.0,2.0,0.5856106134108555,2001-02-01
2001.0,3.0,0.1503390677181291,2001-03-01
2001.0,4.0,0.076928303565508,2001-04-01
2001.0,5.0,0.0983248345645857,2001-05-01
2001.0,6.0,0.1285414519133391,2001-06-01
2001.0,7.0,0.1521881833488558,2001-07-01
2001.0,8.0,0.1710112183182328,2001-08-01
2001.0,9.0,0.4622433980305989,2001-09-01
2001.0,10.0,0.241657469007704,2001-10-01
2001.0,11.0,0.5460037419825424,2001-11-01
2001.0,12.0,0.7088939996413243,2001-12-01
2002.0,1.0,0.2065859665105372,2002-01-01
2002.0,2.0,0.3068242014190297,2002-02-01
2002.0,3.0,0.3154965153446904,2002-03-01
2002.0,4.0,0.294671211713626,2002-04-01
2002.0,5.0,0.7305181997793692,2002-05-01
2002.0,6.0,0.1116135561907732,2002-06-01
2002.0,7.0,0.2080890985182774,2002-07-01
2002.0,8.0,0.1651716585512514,2002-08-01
2002.0,9.0,0.5675152437186536,2002-09-01
2002.0,10.0,0.366610797834985,2002-10-01
2002.0,11.0,0.4953606687946084,2002-11-01
2002.0,12.0,0.1043722011424877,2002-12-01
2003.0,1.0,0.6760718734176071,2003-01-01
2003.0,2.0,0.0616104632248113,2003-02-01
2003.0,3.0,0.2284798327787423,2003-03-01
2003.0,4.0,0.166299867041317,2003-04-01
2003.0,5.0,0.141191918172954,2003-05-01
2003.0,6.0,0.2627927521128713,2003-06-01
2003.0,7.0,0.0370702331448778,2003-07-01
2003.0,8.0,0.3958293773509838,2003-08-01
2003.0,9.0,0.5865032996660398,2003-09-01
2003.0,10.0,0.7112685309516059,2003-10-01
2003.0,11.0,0.442819665979456,2003-11-01
2003.0,12.0,0.3965220981174045,2003-12-01
2004.0,1.0,0.3499462221875603,2004-01-01
2004.0,2.0,0.0726217458277572,2004-02-01
2004.0,3.0,0.1124251801290629,2004-03-01
2004.0,4.0,0.0613554966302565,2004-04-01
2004.0,5.0,0.133922341429157,2004-05-01
2004.0,6.0,0.4209332407256703,2004-06-01
2004.0,7.0,0.5133582692087433,2004-07-01
2004.0,8.0,0.7138745814193914,2004-08-01
2004.0,9.0,0.5460457036524643,2004-09-01
2004.0,10.0,0.1778069719856168,2004-10-01
2004.0,11.0,0.5079519954728492,2004-11-01
2004.0,12.0,0.5253961351182725,2004-12-01
2005.0,1.0,0.6473013795452354,2005-01-01
2005.0,2.0,0.528839205518181,2005-02-01
2005.0,3.0,0.648461565559293,2005-03-01
2005.0,4.0,0.191682379922749,2005-04-01
2005.0,5.0,0.287633001068492,2005-05-01
2005.0,6.0,0.1895995787632318,2005-06-01
2005.0,7.0,0.3800667892267674,2005-07-01
2005.0,8.0,0.5813915582350743,2005-08-01
2005.0,9.0,0.2511989452220775,2005-09-01
2005.0,10.0,0.2947481649893301,2005-10-01
2005.0,11.0,0.2005669158182026,2005-11-01
2005.0,12.0,0.6418909614468798,2005-12-01
2006.0,1.0,0.1990764523729866,2006-01-01
2006.0,2.0,0.0124800102210339,2006-02-01
2006.0,3.0,0.4119492989999276,2006-03-01
2006.0,4.0,-0.0067390100455578,2006-04-01
2006.0,5.0,0.1143909030490451,2006-05-01
2006.0,6.0,0.1305540579336661,2006-06-01
2006.0,7.0,0.4145485206886574,2006-07-01
2006.0,8.0,0.2445447474350164,2006-08-01
2006.0,9.0,0.469129067880136,2006-09-01
2006.0,10.0,0.0197354216634491,2006-10-01
2006.0,11.0,0.2670901969627098,2006-11-01
2006.0,12.0,0.4281947759934413,2006-12-01
2007.0,1.0,0.7427451993212287,2007-01-01
2007.0,2.0,0.1269823003698278,2007-02-01
2007.0,3.0,0.0788466253398377,2007-03-01
2007.0,4.0,0.1512903755093798,2007-04-01
2007.0,5.0,0.1247551764970944,2007-05-01
2007.0,6.0,0.353149343419958,2007-06-01
2007.0,7.0,0.2964167653778453,2007-07-01
2007.0,8.0,0.2710926621048539,2007-08-01
2007.0,9.0,0.0388827883167031,2007-09-01
2007.0,10.0,0.0632062311525698,2007-10-01
2007.0,11.0,0.4103026684419608,2007-11-01
2007.0,12.0,0.6154682489089024,2007-12-01
2008.0,1.0,0.1120189501915449,2008-01-01
2008.0,2.0,0.7587387650101273,2008-02-01
2008.0,3.0,0.0064254447265907,2008-03-01
2008.0,4.0,0.0482380596207983,2008-04-01
2008.0,5.0,0.548580781913098,2008-05-01
2008.0,6.0,0.2688720608934944,2008-06-01
2008.0,7.0,0.1944987567854516,2008-07-01
2008.0,8.0,0.3777954195752556,2008-08-01
2008.0,9.0,0.575256253466194,2008-09-01
2008.0,10.0,0.5698260083610629,2008-10-01
2008.0,11.0,0.5813803025233892,2008-11-01
2008.0,12.0,0.0748463913246437,2008-12-01
2009.0,1.0,0.4211603800455729,2009-01-01
2009.0,2.0,0.2545558317207996,2009-02-01
2009.0,3.0,0.0390345814787311,2009-03-01
2009.0,4.0,0.2926283942328559,2009-04-01
2009.0,5.0,0.0543829482278706,2009-05-01
2009.0,6.0,0.3894232761712722,2009-06-01
2009.0,7.0,0.1956917091652199,2009-07-01
2009.0,8.0,0.0833173327975803,2009-08-01
2009.0,9.0,0.1349426434363848,2009-09-01
2009.0,10.0,0.4063443784360532,2009-10-01
2009.0,11.0,0.053687654895547,2009-11-01
2009.0,12.0,0.7324259722674334,2009-12-01
2010.0,1.0,0.4624561733669705,2010-01-01
2010.0,2.0,0.5274069986225646,2010-02-01
2010.0,3.0,0.4290405085057388,2010-03-01
2010.0,4.0,0.599948223726249,2010-04-01
2010.0,5.0,0.1959262188569999,2010-05-01
2010.0,6.0,0.408413592680001,2010-06-01
2010.0,7.0,0.4905739772466965,2010-07-01
2010.0,8.0,0.2651134773536964,2010-08-01
2010.0,9.0,0.6195466312361352,2010-09-01
