,Year,Month,ET,datetime
0,2001.0,1.0,3.681723484848484,2001-01-01
1,2001.0,2.0,3.7077178030303033,2001-02-01
2,2001.0,3.0,3.792604166666667,2001-03-01
3,2001.0,4.0,3.33314393939394,2001-04-01
4,2001.0,5.0,3.4746936274509808,2001-05-01
5,2001.0,6.0,2.7363425925925924,2001-06-01
6,2001.0,7.0,5.020775462962963,2001-07-01
7,2001.0,8.0,3.7673177083333336,2001-08-01
8,2001.0,9.0,4.472253787878788,2001-09-01
9,2001.0,10.0,3.45029761904762,2001-10-01
10,2001.0,11.0,3.469034090909091,2001-11-01
11,2001.0,12.0,2.824715909090909,2001-12-01
12,2002.0,1.0,3.2490530303030307,2002-01-01
13,2002.0,2.0,3.325047348484849,2002-02-01
14,2002.0,3.0,4.023295454545455,2002-03-01
15,2002.0,4.0,4.365,2002-04-01
16,2002.0,5.0,6.110416666666668,2002-05-01
17,2002.0,6.0,4.307777777777778,2002-06-01
18,2002.0,7.0,3.5489583333333328,2002-07-01
19,2002.0,8.0,3.7888020833333336,2002-08-01
20,2002.0,9.0,4.399242424242424,2002-09-01
21,2002.0,10.0,3.603174603174604,2002-10-01
22,2002.0,11.0,3.809375,2002-11-01
23,2002.0,12.0,3.025520833333333,2002-12-01
24,2003.0,1.0,3.4823390151515152,2003-01-01
25,2003.0,2.0,3.976614583333333,2003-02-01
26,2003.0,3.0,4.614484126984127,2003-03-01
27,2003.0,4.0,3.805208333333333,2003-04-01
28,2003.0,5.0,5.137357954545455,2003-05-01
29,2003.0,6.0,5.232386363636364,2003-06-01
30,2003.0,7.0,3.6858333333333335,2003-07-01
31,2003.0,8.0,4.8775568181818185,2003-08-01
32,2003.0,9.0,5.194602272727273,2003-09-01
33,2003.0,10.0,4.566170634920635,2003-10-01
34,2003.0,11.0,3.4492424242424247,2003-11-01
35,2003.0,12.0,1.484375,2003-12-01
36,2004.0,1.0,3.234753787878788,2004-01-01
37,2004.0,2.0,3.340530303030304,2004-02-01
38,2004.0,3.0,4.447005208333334,2004-03-01
39,2004.0,4.0,4.6261904761904775,2004-04-01
40,2004.0,5.0,4.910912698412698,2004-05-01
41,2004.0,6.0,5.152638888888888,2004-06-01
42,2004.0,7.0,5.737609649122808,2004-07-01
43,2004.0,8.0,5.790885416666667,2004-08-01
44,2004.0,9.0,5.369933712121213,2004-09-01
45,2004.0,10.0,4.163125,2004-10-01
46,2004.0,11.0,4.024337121212121,2004-11-01
47,2004.0,12.0,2.9650568181818184,2004-12-01
48,2005.0,1.0,3.631202651515152,2005-01-01
49,2005.0,2.0,4.004876893939394,2005-02-01
50,2005.0,3.0,3.471448863636364,2005-03-01
51,2005.0,4.0,3.8636574074074073,2005-04-01
52,2005.0,5.0,5.582386363636364,2005-05-01
53,2005.0,6.0,4.134375,2005-06-01
54,2005.0,7.0,5.339583333333334,2005-07-01
55,2005.0,8.0,5.661388888888889,2005-08-01
56,2005.0,9.0,4.208653846153846,2005-09-01
57,2005.0,10.0,3.5615740740740742,2005-10-01
58,2005.0,11.0,2.851609848484849,2005-11-01
59,2005.0,12.0,3.1705492424242423,2005-12-01
60,2006.0,1.0,3.258285984848485,2006-01-01
61,2006.0,2.0,3.442788461538462,2006-02-01
62,2006.0,3.0,1.8458333333333328,2006-03-01
63,2006.0,4.0,3.74780701754386,2006-04-01
64,2006.0,5.0,3.359742647058823,2006-05-01
65,2006.0,6.0,5.535694444444444,2006-06-01
66,2006.0,7.0,5.124759615384615,2006-07-01
67,2006.0,8.0,4.884027777777778,2006-08-01
68,2006.0,9.0,4.466477272727273,2006-09-01
69,2006.0,10.0,4.547348484848485,2006-10-01
70,2006.0,11.0,3.1309722222222223,2006-11-01
71,2006.0,12.0,3.3732954545454548,2006-12-01
72,2007.0,1.0,3.756060606060606,2007-01-01
73,2007.0,2.0,3.184265350877193,2007-02-01
74,2007.0,3.0,2.9020833333333336,2007-03-01
75,2007.0,4.0,4.388541666666667,2007-04-01
76,2007.0,5.0,5.449142156862746,2007-05-01
77,2007.0,6.0,5.367660984848485,2007-06-01
78,2007.0,7.0,5.140865384615386,2007-07-01
79,2007.0,8.0,5.590393518518519,2007-08-01
80,2007.0,9.0,4.12890625,2007-09-01
81,2007.0,10.0,3.5535416666666664,2007-10-01
82,2007.0,11.0,3.633996212121213,2007-11-01
83,2007.0,12.0,3.0802083333333337,2007-12-01
84,2008.0,1.0,3.4753289473684204,2008-01-01
85,2008.0,2.0,4.589488636363637,2008-02-01
86,2008.0,3.0,4.039270833333333,2008-03-01
87,2008.0,4.0,4.585416666666667,2008-04-01
88,2008.0,5.0,5.165340909090909,2008-05-01
89,2008.0,6.0,5.443125,2008-06-01
90,2008.0,7.0,5.25704365079365,2008-07-01
91,2008.0,8.0,5.720659722222224,2008-08-01
92,2008.0,9.0,5.1953125,2008-09-01
93,2008.0,10.0,4.200595238095238,2008-10-01
94,2008.0,11.0,2.7369444444444446,2008-11-01
95,2008.0,12.0,2.8204166666666666,2008-12-01
96,2009.0,1.0,3.377876984126984,2009-01-01
97,2009.0,2.0,2.8801470588235296,2009-02-01
98,2009.0,3.0,3.4020359848484847,2009-03-01
99,2009.0,4.0,3.996875,2009-04-01
100,2009.0,5.0,5.494318181818183,2009-05-01
101,2009.0,6.0,4.70775462962963,2009-06-01
102,2009.0,7.0,4.223660714285715,2009-07-01
103,2009.0,8.0,5.271111111111112,2009-08-01
104,2009.0,9.0,5.4710937500000005,2009-09-01
105,2009.0,10.0,5.0375000000000005,2009-10-01
106,2009.0,11.0,3.517708333333333,2009-11-01
107,2009.0,12.0,3.376231060606061,2009-12-01
108,2010.0,1.0,3.771496212121212,2010-01-01
109,2010.0,2.0,3.730729166666667,2010-02-01
110,2010.0,3.0,4.356562500000001,2010-03-01
111,2010.0,4.0,5.271813725490197,2010-04-01
112,2010.0,5.0,4.7950231481481485,2010-05-01
113,2010.0,6.0,5.452314814814816,2010-06-01
114,2010.0,7.0,5.8931640625,2010-07-01
115,2010.0,8.0,5.465156250000001,2010-08-01
116,2010.0,9.0,4.89561403508772,2010-09-01
117,2010.0,10.0,4.332565789473684,2010-10-01
118,2010.0,11.0,3.7799715909090894,2010-11-01
119,2010.0,12.0,2.826941287878788,2010-12-01
120,2011.0,1.0,3.3738162878787885,2011-01-01
121,2011.0,2.0,2.782007575757576,2011-02-01
122,2011.0,3.0,3.7588541666666666,2011-03-01
123,2011.0,4.0,5.445175438596492,2011-04-01
124,2011.0,5.0,4.827500000000001,2011-05-01
125,2011.0,6.0,3.306944444444445,2011-06-01
126,2011.0,7.0,5.294205729166667,2011-07-01
127,2011.0,8.0,4.860833333333334,2011-08-01
128,2011.0,9.0,5.34594298245614,2011-09-01
129,2011.0,10.0,3.505208333333333,2011-10-01
130,2011.0,11.0,2.857717803030303,2011-11-01
131,2011.0,12.0,2.591220238095238,2011-12-01
132,2012.0,1.0,3.672916666666667,2012-01-01
133,2012.0,2.0,4.020625000000001,2012-02-01
134,2012.0,3.0,3.4578125,2012-03-01
135,2012.0,4.0,4.726102941176471,2012-04-01
136,2012.0,5.0,5.4862689393939394,2012-05-01
137,2012.0,6.0,4.352879901960785,2012-06-01
138,2012.0,7.0,5.105448717948718,2012-07-01
139,2012.0,8.0,5.124479166666667,2012-08-01
140,2012.0,9.0,4.898697916666667,2012-09-01
141,2012.0,10.0,4.841276041666667,2012-10-01
142,2012.0,11.0,3.260037878787879,2012-11-01
143,2012.0,12.0,2.8289682539682537,2012-12-01
144,2013.0,1.0,3.221527777777778,2013-01-01
145,2013.0,2.0,3.520000000000001,2013-02-01
146,2013.0,3.0,2.5892045454545456,2013-03-01
147,2013.0,4.0,5.36032196969697,2013-04-01
148,2013.0,5.0,4.69375,2013-05-01
149,2013.0,6.0,5.541517857142857,2013-06-01
150,2013.0,7.0,5.123611111111112,2013-07-01
151,2013.0,8.0,5.760511363636364,2013-08-01
152,2013.0,9.0,4.222222222222222,2013-09-01
153,2013.0,10.0,4.401325757575758,2013-10-01
154,2013.0,11.0,3.0857481060606062,2013-11-01
155,2013.0,12.0,3.43248106060606,2013-12-01
156,2014.0,1.0,3.5686553030303028,2014-01-01
157,2014.0,2.0,3.876934523809524,2014-02-01
158,2014.0,3.0,3.782949561403509,2014-03-01
159,2014.0,4.0,4.296527777777778,2014-04-01
160,2014.0,5.0,5.611837121212122,2014-05-01
161,2014.0,6.0,6.113072916666667,2014-06-01
162,2014.0,7.0,4.854791666666667,2014-07-01
163,2014.0,8.0,5.993146929824561,2014-08-01
164,2014.0,9.0,5.6920343137254905,2014-09-01
165,2014.0,10.0,4.320982142857143,2014-10-01
166,2014.0,11.0,3.415056818181819,2014-11-01
167,2014.0,12.0,3.0308238636363645,2014-12-01
168,2015.0,1.0,3.5965909090909096,2015-01-01
169,2015.0,2.0,4.170501893939394,2015-02-01
170,2015.0,3.0,4.613125,2015-03-01
171,2015.0,4.0,4.476953125,2015-04-01
172,2015.0,5.0,3.6892857142857145,2015-05-01
173,2015.0,6.0,5.846875000000001,2015-06-01
174,2015.0,7.0,6.0171875,2015-07-01
175,2015.0,8.0,5.005871212121212,2015-08-01
176,2015.0,9.0,4.05,2015-09-01
177,2015.0,10.0,4.807102272727272,2015-10-01
178,2015.0,11.0,3.467763157894738,2015-11-01
179,2015.0,12.0,2.7993750000000004,2015-12-01
180,2016.0,1.0,4.062784090909092,2016-01-01
181,2016.0,2.0,4.088352272727273,2016-02-01
182,2016.0,3.0,4.829214015151515,2016-03-01
183,2016.0,4.0,5.245625,2016-04-01
184,2016.0,5.0,4.31125,2016-05-01
185,2016.0,6.0,5.1625000000000005,2016-06-01
186,2016.0,7.0,5.865899122807018,2016-07-01
187,2016.0,8.0,4.518366228070176,2016-08-01
188,2016.0,9.0,4.692872807017544,2016-09-01
189,2016.0,10.0,4.7676535087719305,2016-10-01
190,2016.0,11.0,3.933428030303031,2016-11-01
191,2016.0,12.0,2.914705882352941,2016-12-01
192,2017.0,1.0,3.499526515151516,2017-01-01
193,2017.0,2.0,4.084659090909091,2017-02-01
194,2017.0,3.0,5.196306818181818,2017-03-01
195,2017.0,4.0,4.830092592592593,2017-04-01
196,2017.0,5.0,5.226206140350876,2017-05-01
197,2017.0,6.0,6.04375,2017-06-01
198,2017.0,7.0,5.522916666666666,2017-07-01
199,2017.0,8.0,6.04203125,2017-08-01
200,2017.0,9.0,5.892872807017544,2017-09-01
201,2017.0,10.0,3.540625,2017-10-01
202,2017.0,11.0,3.802746212121213,2017-11-01
203,2017.0,12.0,2.99592803030303,2017-12-01
204,2018.0,1.0,3.7017045454545454,2018-01-01
205,2018.0,2.0,3.6597537878787874,2018-02-01
206,2018.0,3.0,3.679166666666667,2018-03-01
207,2018.0,4.0,2.7910714285714286,2018-04-01
208,2018.0,5.0,3.9601973684210527,2018-05-01
209,2018.0,6.0,5.473410087719299,2018-06-01
210,2018.0,7.0,3.609615384615384,2018-07-01
211,2018.0,8.0,4.305,2018-08-01
212,2018.0,9.0,5.427579365079366,2018-09-01
213,2018.0,10.0,3.7046875,2018-10-01
214,2018.0,11.0,4.122916666666667,2018-11-01
215,2018.0,12.0,3.34313446969697,2018-12-01
216,2019.0,1.0,3.733901515151516,2019-01-01
217,2019.0,2.0,3.959801136363636,2019-02-01
218,2019.0,3.0,4.666964285714286,2019-03-01
219,2019.0,4.0,4.860912698412698,2019-04-01
220,2019.0,5.0,5.96400462962963,2019-05-01
221,2019.0,6.0,5.331633771929824,2019-06-01
222,2019.0,7.0,5.0575,2019-07-01
223,2019.0,8.0,5.823263888888889,2019-08-01
224,2019.0,9.0,4.39155701754386,2019-09-01
225,2019.0,10.0,4.5627192982456135,2019-10-01
226,2019.0,11.0,3.810890151515152,2019-11-01
227,2019.0,12.0,2.78626893939394,2019-12-01
228,2020.0,1.0,3.73125,2020-01-01
229,2020.0,2.0,3.8598214285714287,2020-02-01
230,2020.0,3.0,4.191964285714286,2020-03-01
231,2020.0,4.0,5.460312500000001,2020-04-01
232,2020.0,5.0,6.127412280701755,2020-05-01
233,2020.0,6.0,5.8199337121212125,2020-06-01
234,2020.0,7.0,5.345625,2020-07-01
235,2020.0,8.0,6.034517045454546,2020-08-01
236,2020.0,9.0,5.514820075757576,2020-09-01
237,2020.0,10.0,4.440435606060606,2020-10-01
238,2020.0,11.0,3.1381628787878784,2020-11-01
239,2020.0,12.0,3.5267992424242425,2020-12-01
240,2021.0,1.0,3.584564393939394,2021-01-01
241,2021.0,2.0,3.389351851851852,2021-02-01
242,2021.0,3.0,5.16534090909091,2021-03-01
243,2021.0,4.0,5.11439393939394,2021-04-01
244,2021.0,5.0,5.641458333333334,2021-05-01
245,2021.0,6.0,5.9166193181818185,2021-06-01
246,2021.0,7.0,4.46795343137255,2021-07-01
247,2021.0,8.0,5.84535984848485,2021-08-01
248,2021.0,9.0,5.115208333333333,2021-09-01
249,2021.0,10.0,4.794128787878788,2021-10-01
250,2021.0,11.0,4.119176136363636,2021-11-01
251,2021.0,12.0,2.7153846153846155,2021-12-01
252,2022.0,1.0,3.835558712121212,2022-01-01
253,2022.0,2.0,4.274947916666667,2022-02-01
254,2022.0,3.0,5.014453125,2022-03-01
255,2022.0,4.0,2.8296875000000004,2022-04-01
256,2022.0,5.0,5.159490740740741,2022-05-01
257,2022.0,6.0,4.799816176470588,2022-06-01
258,2022.0,7.0,4.245833333333334,2022-07-01
259,2022.0,8.0,6.190009469696971,2022-08-01
260,2022.0,9.0,5.166053921568627,2022-09-01
261,2022.0,10.0,3.964423076923077,2022-10-01
262,2022.0,11.0,3.783388157894737,2022-11-01
263,2022.0,12.0,3.13816287878788,2022-12-01
264,2023.0,1.0,3.868797348484849,2023-01-01
265,2023.0,2.0,3.567613636363637,2023-02-01
266,2023.0,3.0,4.260795454545455,2023-03-01
267,2023.0,4.0,4.890340909090909,2023-04-01
268,2023.0,5.0,5.155681818181818,2023-05-01
269,2023.0,6.0,5.474147727272728,2023-06-01
270,2023.0,7.0,5.461647727272728,2023-07-01
271,2023.0,8.0,5.4088068181818185,2023-08-01
272,2023.0,9.0,5.046022727272727,2023-09-01
273,2023.0,10.0,4.394507575757576,2023-10-01
274,2023.0,11.0,3.587357954545455,2023-11-01
275,2023.0,12.0,2.778125,2023-12-01
276,2024.0,1.0,3.5785511363636373,2024-01-01
277,2024.0,2.0,3.502982954545455,2024-02-01
278,2024.0,3.0,4.35752840909091,2024-03-01
279,2024.0,4.0,4.841477272727273,2024-04-01
