,Month,RF
1263,April,0.1104674251686556
1264,May,0.7341016767740459
1265,June,0.2102403815962824
1266,July,0.8063408291767484
1267,August,0.6611988404708689
1268,September,0.7941171774609718
1269,October,1.2371361599819557
1270,November,2.38062046748551
1271,December,1.046658413303806
1272,January,4.066636560261511
1273,February,0.1290949123112235
1274,March,15.853481876777124
