Year,Month,tmean_f,datetime,Temp
1990.0,1.0,71.68941929408481,1990-01-01,
1990.0,2.0,70.29490583147322,1990-02-01,
1990.0,3.0,70.17907854352678,1990-03-01,
1990.0,4.0,72.97099958147322,1990-04-01,
1990.0,5.0,73.98844029017857,1990-05-01,
1990.0,6.0,75.78817034040179,1990-06-01,
1990.0,7.0,76.49492396763392,1990-07-01,
1990.0,8.0,77.90116141183036,1990-08-01,
1990.0,9.0,78.65908621651786,1990-09-01,
1990.0,10.0,77.46410016741072,1990-10-01,
1990.0,11.0,75.5027455357143,1990-11-01,
1990.0,12.0,72.37300432477679,1990-12-01,
1991.0,1.0,70.35111816406251,1991-01-01,
1991.0,2.0,72.00398925781249,1991-02-01,
1991.0,3.0,70.84599260602678,1991-03-01,
1991.0,4.0,72.86385463169643,1991-04-01,
1991.0,5.0,74.26267159598214,1991-05-01,
1991.0,6.0,75.48997628348215,1991-06-01,
1991.0,7.0,76.79154854910715,1991-07-01,
1991.0,8.0,77.72,1991-08-01,
1991.0,9.0,77.44897042410715,1991-09-01,
1991.0,10.0,76.67226841517856,1991-10-01,
1991.0,11.0,76.14122698102679,1991-11-01,
1991.0,12.0,73.1188002232143,1991-12-01,
1992.0,1.0,70.28359619140625,1992-01-01,
1992.0,2.0,70.28875034877231,1992-02-01,
1992.0,3.0,71.28835867745536,1992-03-01,
1992.0,4.0,73.27065638950893,1992-04-01,
1992.0,5.0,74.96475446428572,1992-05-01,
1992.0,6.0,77.0671986607143,1992-06-01,
1992.0,7.0,77.59499441964286,1992-07-01,
1992.0,8.0,78.51656215122767,1992-08-01,
1992.0,9.0,78.53231654575893,1992-09-01,
1992.0,10.0,77.3267365373884,1992-10-01,
1992.0,11.0,75.23985839843749,1992-11-01,
1992.0,12.0,73.9708558872768,1992-12-01,
1993.0,1.0,69.97236921037947,1993-01-01,
1993.0,2.0,69.25421491350446,1993-02-01,
1993.0,3.0,70.72621023995535,1993-03-01,
1993.0,4.0,73.642314453125,1993-04-01,
1993.0,5.0,74.04850097656251,1993-05-01,
1993.0,6.0,76.5340541294643,1993-06-01,
1993.0,7.0,77.58122698102679,1993-07-01,
1993.0,8.0,78.12586948939733,1993-08-01,
1993.0,9.0,77.979541015625,1993-09-01,
1993.0,10.0,76.82613978794643,1993-10-01,
1993.0,11.0,74.02297188895089,1993-11-01,
1993.0,12.0,72.02362025669643,1993-12-01,
1994.0,1.0,69.6569140625,1994-01-01,
1994.0,2.0,71.71938999720982,1994-02-01,
1994.0,3.0,71.48669015066965,1994-03-01,
1994.0,4.0,72.63243233816965,1994-04-01,
1994.0,5.0,74.57132777622768,1994-05-01,
1994.0,6.0,76.1432861328125,1994-06-01,
1994.0,7.0,77.91185895647321,1994-07-01,
1994.0,8.0,79.04246198381696,1994-08-01,
1994.0,9.0,79.25436941964286,1994-09-01,
1994.0,10.0,77.57890415736608,1994-10-01,
1994.0,11.0,75.36208600725446,1994-11-01,
1994.0,12.0,71.76216761997767,1994-12-01,
1995.0,1.0,70.4336474609375,1995-01-01,
1995.0,2.0,70.92049874441963,1995-02-01,
1995.0,3.0,72.32630301339286,1995-03-01,
1995.0,4.0,72.87354143415179,1995-04-01,
1995.0,5.0,74.00735560825893,1995-05-01,
1995.0,6.0,76.37016950334822,1995-06-01,
1995.0,7.0,77.81995361328126,1995-07-01,
1995.0,8.0,77.95134695870536,1995-08-01,
1995.0,9.0,78.12063058035714,1995-09-01,
1995.0,10.0,77.45083182198661,1995-10-01,
1995.0,11.0,76.24896833147321,1995-11-01,
1995.0,12.0,74.80391462053572,1995-12-01,
1996.0,1.0,73.36582310267858,1996-01-01,
1996.0,2.0,70.8296355329241,1996-02-01,
1996.0,3.0,70.71376743861607,1996-03-01,
