,Month,Temp
415,August,77.32523498535156
416,September,77.27596435546874
417,October,76.76400756835938
418,November,74.33887939453125
419,December,73.39406127929688
420,January,71.65701904296876
421,February,71.525390625
422,March,72.79585571289063
423,April,74.1125701904297
424,May,74.86500244140625
425,June,76.2596649169922
426,July,77.07346801757814
