Year,Month,Day,RF_in
2026,3,31,0.0065043758949686
2026,4,1,0.0124547800679845
2026,4,2,0.0019067233837391
2026,4,3,0.0001068705446816
2026,4,4,1.3191390088787885e-06
2026,4,5,0.0002137692816301
2026,4,6,0.0001157950675106
2026,4,7,0.1235531884541348
2026,4,8,0.5880137232449216
2026,4,9,0.0566488718214727
2026,4,10,0.1781892818207294
2026,4,11,0.1127181966786622
2026,4,12,1.016010941900085
2026,4,13,0.0356305156584278
2026,4,14,0.0072688849892203
2026,4,15,0.0
2026,4,16,4.462668002433977e-05
2026,4,17,0.0
2026,4,18,0.0001470980251555
2026,4,19,0.0001578824309434
2026,4,20,0.0
2026,4,21,6.116225224473918e-06
