,Month,tmean_f
421,February,68.61476236979166
422,March,69.4259494357639
423,April,70.58562825520833
424,May,70.80407443576388
425,June,71.93422309027778
426,July,73.020361328125
427,August,73.49677463107639
428,September,73.36785210503473
429,October,72.64939236111111
430,November,71.23274197048612
431,December,69.82866753472223
432,January,68.77655978732639
