,Year,Month,NDVI,datetime
272,2022.0,October,0.1489567901234567,2022-10-01
273,2022.0,November,0.2011993827160494,2022-11-01
274,2022.0,December,0.2193919753086419,2022-12-01
275,2023.0,January,0.2911703703703704,2023-01-01
276,2023.0,February,0.2391672839506173,2023-02-01
277,2023.0,March,0.2948518518518518,2023-03-01
278,2023.0,April,0.2630246913580247,2023-04-01
279,2023.0,May,0.2835413580246914,2023-05-01
280,2023.0,June,0.2322666666666666,2023-06-01
281,2023.0,July,0.2043851851851851,2023-07-01
282,2023.0,August,0.1925333333333333,2023-08-01
283,2023.0,September,0.1817283950617284,2023-09-01
