Year,Month,Day,RF_in
2026,3,31,0.0010493324995852
2026,4,1,0.0070065878171597
2026,4,2,0.0005151286375027
2026,4,3,0.0037097108135814
2026,4,4,3.122626951838346e-06
2026,4,5,0.0062108983147117
2026,4,6,0.0054492970834937
2026,4,7,0.0605931230591211
2026,4,8,0.6580456688926255
2026,4,9,0.0485923976977921
2026,4,10,0.261157400999517
2026,4,11,0.185175128357165
2026,4,12,1.4131162919142486
2026,4,13,0.0525917890550004
2026,4,14,0.015283930205483
2026,4,15,0.0
2026,4,16,0.003223961060395
2026,4,17,0.0
2026,4,18,0.0005148508069674
2026,4,19,0.0102627501029297
2026,4,20,0.0005344868494306
2026,4,21,0.0006100887968112
2026,4,22,0.0011311491017579
2026,4,23,0.0212816720663823
2026,4,24,0.00613845540771
2026,4,25,0.010363941372478
2026,4,26,0.0077127898134572
2026,4,27,0.0218124960722005
2026,4,28,0.0
2026,4,29,0.011892319652653418
