,oldMonth,OldTemp,Month,Temp
0,January,55.26981974505131,May,57.61065083011777
1,February,54.46002388166305,June,58.9188506562722
2,March,54.8439463580184,July,60.40078906726779
3,April,55.891939439231344,August,60.7457917063553
4,May,57.61065083011777,September,60.03390265511405
5,June,58.9188506562722,October,59.6922719656252
6,July,60.40078906726779,November,58.065474523598816
7,August,60.7457917063553,December,56.081917805222076
8,September,60.03390265511405,January,55.26981974505131
9,October,59.6922719656252,February,54.46002388166305
10,November,58.065474523598816,March,54.8439463580184
11,December,56.081917805222076,April,55.891939439231344
