Year,Month,Day,RF_in
2026,3,31,0.0115125427513089
2026,4,1,0.0006847524939605
2026,4,2,0.0
2026,4,3,0.0002386584433265
2026,4,4,1.4518944127770335e-05
2026,4,5,4.3918393113938014e-08
2026,4,6,0.113148244741163
2026,4,7,2.4057484757764653
2026,4,8,0.0699341363203216
2026,4,9,4.429412957494897
2026,4,10,1.537580188815374
2026,4,11,0.0022840075744557
2026,4,12,0.345454593783416
2026,4,13,0.1130483884487854
2026,4,14,0.0223269851490256
2026,4,15,0.0024488798044879
2026,4,16,0.0034466591244758
2026,4,17,0.0
2026,4,18,0.0006881695488074
2026,4,19,0.0
2026,4,20,0.0001799466949029
2026,4,21,0.009564234423106645
