oldMonth,RF_in,Month,RF
January,3.4972505942477037,May,1.0610228498439818
February,2.47366106146218,June,0.49564373198216577
March,2.508285859273596,July,0.5409496506521135
April,1.3733084050196056,August,0.8160831867759835
May,1.0610228498439818,September,0.8495404977694438
June,0.49564373198216577,October,1.9518938078498702
July,0.5409496506521135,November,2.1033452699118524
August,0.8160831867759835,December,3.7134456711316126
September,0.8495404977694438,January,3.4972505942477037
October,1.9518938078498702,February,2.47366106146218
November,2.1033452699118524,March,2.508285859273596
December,3.7134456711316126,April,1.3733084050196056
