,Year,Month,RF_mm,RF_in,datetime
0,1920.0,1.0,238.33885513117283,9.383419493353262,1920-01-01
1,1920.0,2.0,68.25788483796296,2.6873183007072035,1920-02-01
2,1920.0,3.0,241.08128375771605,9.49138912431953,1920-03-01
3,1920.0,4.0,138.96843653549382,5.47119828879897,1920-04-01
4,1920.0,5.0,104.20343846450618,4.102497577342763,1920-05-01
5,1920.0,6.0,73.62779706790124,2.898732168027608,1920-06-01
6,1920.0,7.0,120.9886429398148,4.763332399205308,1920-07-01
7,1920.0,8.0,144.26277970679013,5.67963699633032,1920-08-01
8,1920.0,9.0,110.5738570601852,4.3533014590624095,1920-09-01
9,1920.0,10.0,92.8328269675926,3.6548357073855353,1920-10-01
10,1920.0,11.0,142.50180844907408,5.610307419254886,1920-11-01
11,1920.0,12.0,264.62229938271605,10.418200763099058,1920-12-01
12,1921.0,1.0,358.99809510030866,14.133783271665695,1921-01-01
13,1921.0,2.0,52.0713794849537,2.050054310431248,1921-02-01
14,1921.0,3.0,175.64781057098764,6.915268132716049,1921-03-01
15,1921.0,4.0,207.55991994598764,8.171650391574317,1921-04-01
16,1921.0,5.0,118.30097415123456,4.65751866737144,1921-05-01
17,1921.0,6.0,72.81022135416667,2.8665441478018376,1921-06-01
18,1921.0,7.0,226.8270399305556,8.930198422462817,1921-07-01
19,1921.0,8.0,152.42063319830248,6.00081233064183,1921-08-01
20,1921.0,9.0,153.34182098765433,6.037079566443084,1921-09-01
21,1921.0,10.0,112.7680965470679,4.439688840435744,1921-10-01
22,1921.0,11.0,559.7232831790124,22.036349731457182,1921-11-01
23,1921.0,12.0,367.7767891589506,14.479401147990185,1921-12-01
24,1922.0,1.0,279.3429060570988,10.997752206972391,1922-01-01
25,1922.0,2.0,301.5504677854938,11.872065660846214,1922-02-01
26,1922.0,3.0,390.98099922839504,15.392952725527364,1922-03-01
27,1922.0,4.0,194.6717544367284,7.664242300658599,1922-04-01
28,1922.0,5.0,144.04445167824073,5.671041404655147,1922-05-01
29,1922.0,6.0,67.24409842785494,2.647405449915549,1922-06-01
30,1922.0,7.0,127.66562982253086,5.026205898524838,1922-07-01
31,1922.0,8.0,185.00346016589504,7.283600793932877,1922-08-01
32,1922.0,9.0,231.076171875,9.097487081692917,1922-09-01
33,1922.0,10.0,113.59722222222224,4.472331583552056,1922-10-01
34,1922.0,11.0,137.34925974151236,5.407451170925683,1922-11-01
35,1922.0,12.0,48.968111014660494,1.9278783864039568,1922-12-01
36,1923.0,1.0,537.4188850308642,21.158223820112767,1923-01-01
37,1923.0,2.0,98.61054446373456,3.882304900147031,1923-02-01
38,1923.0,3.0,324.444709683642,12.77341376707252,1923-03-01
39,1923.0,4.0,506.0152391975309,19.921859810926417,1923-04-01
40,1923.0,5.0,154.5264636381173,6.08371904087076,1923-05-01
41,1923.0,6.0,169.0934124228395,6.657220961529114,1923-06-01
42,1923.0,7.0,231.08002989969137,9.097638972428795,1923-07-01
43,1923.0,8.0,185.97350019290124,7.321791346177215,1923-08-01
44,1923.0,9.0,171.11576485339506,6.736841135960436,1923-09-01
45,1923.0,10.0,189.3395905671296,7.454314589257072,1923-10-01
46,1923.0,11.0,112.66990981867283,4.435823221207592,1923-11-01
47,1923.0,12.0,468.5089699074074,18.4452350357247,1923-12-01
48,1924.0,1.0,71.4049358603395,2.811217947257461,1924-01-01
49,1924.0,2.0,191.40360966435185,7.5355751836359,1924-02-01
50,1924.0,3.0,137.72768373842592,5.422349753481336,1924-03-01
51,1924.0,4.0,328.70903260030866,12.941300496075144,1924-04-01
52,1924.0,5.0,127.65113811728396,5.025635358948187,1924-05-01
53,1924.0,6.0,54.65670211226852,2.151838665837343,1924-06-01
54,1924.0,7.0,161.80369888117283,6.370224365400506,1924-07-01
55,1924.0,8.0,129.16270013503086,5.0851456746075145,1924-08-01
56,1924.0,9.0,72.92674575617283,2.87113172268397,1924-09-01
57,1924.0,10.0,310.9429012345679,12.24184650529795,1924-10-01
58,1924.0,11.0,346.53648244598764,13.643168600235734,1924-11-01
59,1924.0,12.0,137.30518180941357,5.405715819268251,1924-12-01
60,1925.0,1.0,119.5473934220679,4.706590292207398,1925-01-01
61,1925.0,2.0,69.11698857060185,2.72114128230716,1925-02-01
62,1925.0,3.0,310.53310667438274,12.225712861196172,1925-03-01
63,1925.0,4.0,284.10689139660496,11.185310684905708,1925-04-01
64,1925.0,5.0,197.2512297453704,7.765796446668125,1925-05-01
65,1925.0,6.0,208.91044560185185,8.224820692986293,1925-06-01
66,1925.0,7.0,112.46082899305556,4.427591692639983,1925-07-01
67,1925.0,8.0,236.23589409722223,9.300625751859144,1925-08-01
68,1925.0,9.0,126.02143614969135,4.961473864161078,1925-09-01
69,1925.0,10.0,98.70390263310183,3.885980418626058,1925-10-01
70,1925.0,11.0,73.97325906635803,2.912333034108584,1925-11-01
71,1925.0,12.0,92.91578655478396,3.65810183286551,1925-12-01
72,1926.0,1.0,87.8804313753858,3.459859502967945,1926-01-01
73,1926.0,2.0,152.2540268132716,5.994253024144551,1926-02-01
74,1926.0,3.0,65.67780671296296,2.585740421770196,1926-03-01
75,1926.0,4.0,169.8688030478395,6.687748151489744,1926-04-01
