,Month,Temp
415,August,77.34628092447917
416,September,77.30088975694444
417,October,76.78918999565971
418,November,74.36182996961806
419,December,73.41482204861111
420,January,71.68058539496528
421,February,71.54656032986111
422,March,72.82136773003472
423,April,74.13844129774306
424,May,74.88881293402778
425,June,76.28569878472223
426,July,77.09828287760416
