,Month,NDVI
292,August,0.2074955598807629
293,September,0.1950895521375868
294,October,0.1857532218650535
295,November,0.1946658263971776
296,December,0.1976616235426914
297,January,0.1751520133312837
298,February,0.5806892300829475
299,March,0.4264794808846933
300,April,0.2888034537986473
301,May,0.2776914525915075
302,June,0.2417396262839988
303,July,0.2075148217472029
