Year,Month,Day,RF_in
2026,3,31,0.0003843642050593
2026,4,1,0.0090189574352793
2026,4,2,0.0
2026,4,3,0.0001244170911182
2026,4,4,0.0
2026,4,5,0.0024033042401165
2026,4,6,0.0
2026,4,7,0.0
2026,4,8,0.5629446245298981
2026,4,9,0.017139071033174
2026,4,10,0.1906824580107554
2026,4,11,0.0638728356400789
2026,4,12,1.1017457419330832
2026,4,13,0.0129782141871548
2026,4,14,0.0003091126891861
2026,4,15,0.0002001034016394
2026,4,16,0.0012064228093089
2026,4,17,0.0001130914553685
2026,4,18,0.0002468143919066
2026,4,19,0.0
2026,4,20,4.831595049199226e-05
2026,4,21,0.0
