Year,Month,Temp,datetime
1990,1.0,67.27505425347222,1990-01-01
1990,2.0,65.27701551649307,1990-02-01
1990,3.0,65.84575466579861,1990-03-01
1990,4.0,68.40707465277778,1990-04-01
1990,5.0,68.77332356770833,1990-05-01
1990,6.0,70.00001898871528,1990-06-01
1990,7.0,71.20959201388888,1990-07-01
1990,8.0,72.5672146267361,1990-08-01
1990,9.0,72.79794108072917,1990-09-01
1990,10.0,71.03995496961807,1990-10-01
1990,11.0,69.95792371961807,1990-11-01
1990,12.0,66.66947428385417,1990-12-01
1991,1.0,65.39521213107639,1991-01-01
1991,2.0,67.05073513454862,1991-02-01
1991,3.0,65.38765190972222,1991-03-01
1991,4.0,66.86008843315972,1991-04-01
1991,5.0,68.18987901475694,1991-05-01
1991,6.0,68.90429144965279,1991-06-01
1991,7.0,70.24238281250001,1991-07-01
1991,8.0,71.86928168402778,1991-08-01
1991,9.0,71.47587348090278,1991-09-01
1991,10.0,70.14014756944445,1991-10-01
1991,11.0,69.93231336805556,1991-11-01
1991,12.0,67.41287706163195,1991-12-01
1992,1.0,65.11300184461805,1992-01-01
1992,2.0,65.244677734375,1992-02-01
1992,3.0,66.13582628038195,1992-03-01
1992,4.0,66.83870713975693,1992-04-01
1992,5.0,69.39466145833333,1992-05-01
1992,6.0,70.52466091579862,1992-06-01
1992,7.0,70.97435980902779,1992-07-01
1992,8.0,71.60430230034723,1992-08-01
1992,9.0,72.17415907118055,1992-09-01
1992,10.0,71.67675238715279,1992-10-01
1992,11.0,69.53466525607638,1992-11-01
1992,12.0,67.76739366319444,1992-12-01
1993,1.0,64.6199951171875,1993-01-01
1993,2.0,63.82115342881944,1993-02-01
1993,3.0,65.42710774739584,1993-03-01
1993,4.0,67.35564507378473,1993-04-01
1993,5.0,67.31518012152779,1993-05-01
1993,6.0,69.21169976128472,1993-06-01
1993,7.0,70.23951009114583,1993-07-01
1993,8.0,71.0493381076389,1993-08-01
1993,9.0,71.23101128472223,1993-09-01
1993,10.0,70.21148274739583,1993-10-01
1993,11.0,67.57051866319445,1993-11-01
1993,12.0,65.53132052951389,1993-12-01
1994,1.0,64.21185709635417,1994-01-01
1994,2.0,65.76890190972222,1994-02-01
1994,3.0,65.48377007378471,1994-03-01
1994,4.0,66.40927463107639,1994-04-01
1994,5.0,67.98917643229166,1994-05-01
1994,6.0,68.77407497829861,1994-06-01
1994,7.0,71.23930935329861,1994-07-01
1994,8.0,71.3863037109375,1994-08-01
1994,9.0,71.44189724392362,1994-09-01
1994,10.0,70.31813151041666,1994-10-01
1994,11.0,68.46072048611111,1994-11-01
1994,12.0,65.89896375868057,1994-12-01
1995,1.0,65.62256130642362,1995-01-01
1995,2.0,65.54244791666667,1995-02-01
1995,3.0,67.50526801215278,1995-03-01
1995,4.0,67.66009385850694,1995-04-01
1995,5.0,68.36858452690973,1995-05-01
1995,6.0,69.72832302517361,1995-06-01
1995,7.0,71.2069580078125,1995-07-01
1995,8.0,70.95289442274306,1995-08-01
1995,9.0,70.93242458767361,1995-09-01
1995,10.0,70.75980088975695,1995-10-01
1995,11.0,69.69837510850695,1995-11-01
1995,12.0,68.62362467447917,1995-12-01
1996,1.0,67.3691650390625,1996-01-01
1996,2.0,65.12931586371528,1996-02-01
1996,3.0,65.57359483506944,1996-03-01
1996,4.0,68.78695475260417,1996-04-01
1996,5.0,70.33019476996527,1996-05-01
1996,6.0,70.98846571180556,1996-06-01
1996,7.0,71.45144585503472,1996-07-01
1996,8.0,71.31139051649305,1996-08-01
1996,9.0,71.22683648003472,1996-09-01
1996,10.0,71.28128255208333,1996-10-01
1996,11.0,69.98924696180555,1996-11-01
1996,12.0,67.12498372395834,1996-12-01
1997,1.0,66.85813259548611,1997-01-01
1997,2.0,66.098974609375,1997-02-01
1997,3.0,66.80793728298612,1997-03-01
1997,4.0,67.5456787109375,1997-04-01
1997,5.0,68.46220974392361,1997-05-01
1997,6.0,70.2302490234375,1997-06-01
1997,7.0,71.20861545138888,1997-07-01
1997,8.0,71.03412272135417,1997-08-01
1997,9.0,71.314306640625,1997-09-01
1997,10.0,70.149755859375,1997-10-01
1997,11.0,68.4114013671875,1997-11-01
1997,12.0,65.610205078125,1997-12-01
1998,1.0,65.66803114149306,1998-01-01
1998,2.0,65.64997829861112,1998-02-01
1998,3.0,66.39171278211805,1998-03-01
1998,4.0,66.00420193142361,1998-04-01
1998,5.0,66.53889973958334,1998-05-01
1998,6.0,68.1106418185764,1998-06-01
