Year,Month,Day,RF_in
2026,3,1,0.0
2026,3,2,0.039959953236165
2026,3,3,0.1462091620396951
2026,3,4,0.152194502518918
2026,3,5,0.0183075005312615
2026,3,6,0.0381708576227979
2026,3,7,0.0447374545787367
2026,3,8,0.0681731827673694
2026,3,9,0.0061813526741325
2026,3,10,0.0
2026,3,11,0.0127304220287656
2026,3,12,0.404443971684529
2026,3,13,0.3641158243281114
2026,3,14,6.276250041769952
2026,3,15,0.7529577991526015
2026,3,16,2.3451196272449453
2026,3,17,0.516552743868171
2026,3,18,0.1798471009706957
2026,3,20,0.0941110994582437
2026,3,21,0.135377943428865
2026,3,22,0.194733579733333
2026,3,23,1.4456039403494705
2026,3,24,0.2563159134594938
2026,3,27,0.0103726836188119
2026,3,28,0.6912728946804827
2026,3,29,0.0276640755471768
2026,3,30,0.0007163694929981575
