oldMonth,RF_in,Month,RF
January,14.084408340016527,May,12.22421366056326
February,14.097808488744882,June,7.945573522348888
March,19.596305577379205,July,12.016294384532864
April,18.52631994988039,August,14.52740221405179
May,12.22421366056326,September,9.209402508881023
June,7.945573522348888,October,11.782495866297205
July,12.016294384532864,November,16.38922021846817
August,14.52740221405179,December,15.516179353272317
September,9.209402508881023,January,14.084408340016527
October,11.782495866297205,February,14.097808488744882
November,16.38922021846817,March,19.596305577379205
December,15.516179353272317,April,18.52631994988039
