,Month,NDVI
293,September,0.7051822050118152
294,October,0.7273442774643133
295,November,0.7281133392710745
296,December,0.7414955798490548
297,January,0.5550936475212191
298,February,0.750531702865789
299,March,0.6831197856385031
300,April,0.6402099044234665
301,May,0.6650217315297068
302,June,0.5577499954788773
303,July,0.5812222045144917
304,August,0.6827884250217013
