,Month,NDVI
293,September,0.2257523948763623
294,October,0.23539008623288
295,November,0.3295260770821277
296,December,0.2866858494134597
297,January,0.3156200926980854
298,February,0.5896521674262153
299,March,0.3677290221791208
300,April,0.2479241924521363
301,May,0.2270477907157238
302,June,0.1934746400809582
303,July,0.2229303430627893
304,August,0.20735881946705
