Year,Month,RF_mm,RF_in,datetime
1920.0,1.0,149.00407503858025,5.866302166873239,1920-01-01
1920.0,2.0,3.703858175395448,0.1458211880076947,1920-02-01
1920.0,3.0,58.11619285300926,2.288039088701152,1920-03-01
1920.0,4.0,16.659271616994598,0.6558768353147479,1920-04-01
1920.0,5.0,5.921301947699653,0.2331221239251832,1920-05-01
1920.0,6.0,4.48519445348669,0.1765824587986885,1920-06-01
1920.0,7.0,2.575186835394965,0.1013853084801167,1920-07-01
1920.0,8.0,2.68644036187066,0.105765368577585,1920-08-01
1920.0,9.0,3.264977725935571,0.1285424301549437,1920-09-01
1920.0,10.0,2.839681743103781,0.1117984938229835,1920-10-01
1920.0,11.0,14.186216001157408,0.558512440990449,1920-11-01
1920.0,12.0,116.636417341821,4.591984934717362,1920-12-01
1921.0,1.0,117.95791136188272,4.64401225834184,1921-01-01
1921.0,2.0,29.40231360918209,1.157571401936303,1921-02-01
1921.0,3.0,14.312394507137345,0.5634800987061948,1921-03-01
1921.0,4.0,13.259975103684411,0.5220462639245832,1921-04-01
1921.0,5.0,9.517845624758872,0.3747183316834202,1921-05-01
1921.0,6.0,3.7795293360580633,0.148800367561341,1921-06-01
1921.0,7.0,6.49681712962963,0.2557802019539224,1921-07-01
1921.0,8.0,4.7857790346498845,0.1884164974271608,1921-08-01
1921.0,9.0,4.430917998890818,0.1744455905075125,1921-09-01
1921.0,10.0,56.00561222029321,2.2049453630036697,1921-10-01
1921.0,11.0,36.36358265817901,1.4316371125267329,1921-11-01
1921.0,12.0,79.55118513695987,3.131936422714956,1921-12-01
1922.0,1.0,72.23369984567901,2.843846450617284,1922-01-01
1922.0,2.0,26.971610363618822,1.0618744237645208,1922-02-01
1922.0,3.0,66.41887297453704,2.614916258840041,1922-03-01
1922.0,4.0,4.620426130883487,0.1819065405859641,1922-04-01
1922.0,5.0,3.940646324628665,0.1551435560877427,1922-05-01
1922.0,6.0,1.1070681913399405,0.0435853618637771,1922-06-01
