oldMonth,RF_in,Month,RF
January,3.33633803576516,May,0.7472483936793155
February,2.4190142750293306,June,0.2753598509580586
March,2.360867235942787,July,0.4023384576619587
April,1.351414025599623,August,0.5457080108258716
May,0.7472483936793155,September,0.6204303912745663
June,0.2753598509580586,October,1.170069116069167
July,0.4023384576619587,November,1.8095408987094068
August,0.5457080108258716,December,2.9547361614249734
September,0.6204303912745663,January,3.33633803576516
October,1.170069116069167,February,2.4190142750293306
November,1.8095408987094068,March,2.360867235942787
December,2.9547361614249734,April,1.351414025599623
