oldMonth,oldNDVI,Month,NDVI
January,0.47161444958345383,November,0.3547573127275631
February,0.47894245194800106,December,0.4193660199200665
March,0.435932086897485,January,0.47161444958345383
April,0.3634147693855017,February,0.47894245194800106
May,0.32080466658980755,March,0.435932086897485
June,0.2844793595026927,April,0.3634147693855017
July,0.2586752972145479,May,0.32080466658980755
August,0.2723242382944366,June,0.2844793595026927
September,0.26649327020020225,July,0.2586752972145479
October,0.31002856523562694,August,0.2723242382944366
November,0.3547573127275631,September,0.26649327020020225
December,0.4193660199200665,October,0.31002856523562694
