Year,Month,tmean_f,datetime,Temp
1990.0,1.0,68.99777560763889,1990-01-01,
1990.0,2.0,67.37063530815972,1990-02-01,
1990.0,3.0,67.92107747395833,1990-03-01,
1990.0,4.0,70.77111545138888,1990-04-01,
1990.0,5.0,71.62953559027778,1990-05-01,
1990.0,6.0,73.01015082465278,1990-06-01,
1990.0,7.0,74.04810384114583,1990-07-01,
1990.0,8.0,75.5056640625,1990-08-01,
1990.0,9.0,75.09829644097222,1990-09-01,
1990.0,10.0,74.14975043402777,1990-10-01,
1990.0,11.0,71.75385199652777,1990-11-01,
1990.0,12.0,68.97935384114584,1990-12-01,
1991.0,1.0,67.92293836805555,1991-01-01,
1991.0,2.0,68.8708740234375,1991-02-01,
1991.0,3.0,67.4719699435764,1991-03-01,
1991.0,4.0,69.9480740017361,1991-04-01,
1991.0,5.0,72.14494900173611,1991-05-01,
1991.0,6.0,72.75977918836806,1991-06-01,
1991.0,7.0,74.161865234375,1991-07-01,
1991.0,8.0,75.42888726128473,1991-08-01,
1991.0,9.0,75.57444661458334,1991-09-01,
1991.0,10.0,75.03949652777777,1991-10-01,
1991.0,11.0,74.10244140625,1991-11-01,
1991.0,12.0,70.46774088541667,1991-12-01,
1992.0,1.0,68.07713216145834,1992-01-01,
1992.0,2.0,67.60337185329861,1992-02-01,
1992.0,3.0,69.14867078993056,1992-03-01,
1992.0,4.0,70.1762234157986,1992-04-01,
1992.0,5.0,71.83326280381945,1992-05-01,
1992.0,6.0,74.60296223958333,1992-06-01,
1992.0,7.0,75.02400987413193,1992-07-01,
1992.0,8.0,75.96480305989584,1992-08-01,
1992.0,9.0,75.64407823350695,1992-09-01,
1992.0,10.0,74.16264648437499,1992-10-01,
1992.0,11.0,71.86688639322917,1992-11-01,
1992.0,12.0,71.1303955078125,1992-12-01,
1993.0,1.0,67.01641438802083,1993-01-01,
1993.0,2.0,66.36976453993056,1993-02-01,
1993.0,3.0,68.473046875,1993-03-01,
1993.0,4.0,71.10481499565972,1993-04-01,
1993.0,5.0,71.39663357204861,1993-05-01,
1993.0,6.0,73.73533257378472,1993-06-01,
1993.0,7.0,74.2911838107639,1993-07-01,
1993.0,8.0,75.01067708333333,1993-08-01,
1993.0,9.0,75.55207519531251,1993-09-01,
