Year,Month,Day,RF_in
2026,3,31,0.0255495106454283
2026,4,1,0.004894728098317
2026,4,2,0.0201624921010884
2026,4,3,0.0001491570311639
2026,4,4,0.0004880781990452
2026,4,5,0.0277215314813011
2026,4,6,0.0524627227204713
2026,4,7,0.2442605949484179
2026,4,8,0.1317503209641112
2026,4,9,0.1583066806624486
2026,4,10,3.8671863133536255
2026,4,11,0.0432184174304872
2026,4,12,0.3890739641906198
2026,4,13,0.4603189665107509
2026,4,14,0.0269969003105738
2026,4,15,0.0004909427216742
2026,4,16,0.0001322650939553
2026,4,17,0.0001175585662332
2026,4,18,0.0095552298166759
2026,4,19,0.000348699484551
2026,4,20,0.0116878604824021
2026,4,21,0.03386673918499988
