,Month,tmean_f
421,February,71.77476128472222
422,March,72.86802842881946
423,April,74.03829210069445
424,May,74.21674262152777
425,June,75.07800021701388
426,July,76.06308051215278
427,August,76.4945529513889
428,September,76.65674099392362
429,October,75.98946126302084
430,November,74.50362955729167
431,December,73.08333333333333
432,January,71.96903211805555
