,Month,RF
1263,April,2.546883923580733
1264,May,1.4616694709493778
1265,June,0.9267199703471312
1266,July,1.5622517535785458
1267,August,1.5720978332027074
1268,September,1.3044331304832557
1269,October,1.826405407006416
1270,November,4.200182306855741
1271,December,0.8812836366781193
1272,January,3.3037718361919173
1273,February,15.816266510522992
1274,March,14.074815490728591
