,datetime,RF_in_scale_3,SPI-3
0,1920-01-01,,
1,1920-02-01,,
2,1920-03-01,7.092643137794896,-0.02572110069816419
3,1920-04-01,2.4079318161062657,-1.1397419602071177
4,1920-05-01,2.670103562426333,-0.5059114812445368
5,1920-06-01,1.3629691204709982,-0.38387461635772235
6,1920-07-01,1.0737303263524351,-0.10525386236871198
7,1920-08-01,0.6231577908365838,-0.4850362027267496
8,1920-09-01,0.5582094308388318,-0.7358864558626347
9,1920-10-01,0.5146554149806795,-0.9661452987922873
10,1920-11-01,1.1813802747855302,-0.9447955497163363
11,1920-12-01,7.773158311774343,0.7802770666733484
12,1921-01-01,12.482216027453493,0.9626531959900152
13,1921-02-01,12.648714320866143,0.8820862790852079
14,1921-03-01,7.170241771129521,-0.008460355336218755
15,1921-04-01,3.005764704352277,-0.8604107979234754
16,1921-05-01,2.3808793343920116,-0.6466595350903341
17,1921-06-01,1.3155025386875199,-0.41844605724907447
18,1921-07-01,0.7295329844023403,-0.5166319226319671
19,1921-08-01,0.4869520132310121,-0.7010236664917535
20,1921-09-01,0.5143462491009967,-0.8061647261289486
21,1921-10-01,1.074889175535187,-0.35554983261343465
22,1921-11-01,2.639733944271099,-0.015851057719181876
23,1921-12-01,7.095788373675514,0.6316240204902783
24,1922-01-01,10.824491987194094,0.7214028447580894
25,1922-02-01,11.370763577512882,0.6880461825524625
26,1922-03-01,9.107513056907383,0.3869697142555813
27,1922-04-01,5.566393552883797,0.019977674946828186
28,1922-05-01,3.4609254377396077,-0.16876264655301143
29,1922-06-01,1.2622197135331228,-0.45832237718063334
30,1922-07-01,0.4657481258344497,-0.9400989401694919
31,1922-08-01,0.37795657839014424,-0.9084098647963956
32,1922-09-01,1.0323926321767423,-0.1527075114932951
33,1922-10-01,1.0865309403683616,-0.34565903013559335
34,1922-11-01,1.9604787069123957,-0.3858659056787949
35,1922-12-01,1.341428611164273,-1.4458197078665278
36,1923-01-01,9.14308473993648,0.45073578568477835
37,1923-02-01,11.925870046748173,0.7739837216517833
38,1923-03-01,14.828329055710483,1.300923695018364
39,1923-04-01,12.999312077364028,1.5664501906849644
40,1923-05-01,9.331587547346004,1.423330782897904
41,1923-06-01,6.361770181182153,1.5785656386788738
42,1923-07-01,0.5151826308398665,-0.849395891511668
43,1923-08-01,0.8242043960287977,-0.22101342800961815
44,1923-09-01,1.788421954220512,0.4700716616109275
45,1923-10-01,2.419499689953035,0.48960133961211905
46,1923-11-01,2.397994364711301,-0.13909795127089247
47,1923-12-01,4.248833651212165,-0.12398481829648504
48,1924-01-01,3.4601344934320557,-0.8483174565855153
49,1924-02-01,4.3594989719133155,-0.7808670044067693
50,1924-03-01,2.6658072647297937,-1.3648575624687753
51,1924-04-01,10.935081140031107,1.2122851728399482
52,1924-05-01,10.358286453681679,1.6259984424126606
53,1924-06-01,9.20062106935255,2.2354855720995235
54,1924-07-01,2.755123452518197,1.143141345242272
55,1924-08-01,2.2019673330136986,0.916401409962304
56,1924-09-01,4.092526877599705,1.6634689182756182
57,1924-10-01,3.886769634879828,1.1006349972364728
58,1924-11-01,5.605223114200569,1.1004967313261078
59,1924-12-01,10.382490657770427,1.2855089482714086
60,1925-01-01,8.902998826264339,0.4094854329163074
61,1925-02-01,7.946557992167755,0.0850921616891938
62,1925-03-01,3.5932876232403457,-0.9961040218268231
63,1925-04-01,3.9978839009869858,-0.47357134743945856
64,1925-05-01,3.292113094899053,-0.2358780624055411
65,1925-06-01,0.960851843414796,-0.7099639950523392
66,1925-07-01,0.6660505850854879,-0.6068821794486738
67,1925-08-01,0.6343931663693404,-0.46879892891726715
68,1925-09-01,1.095630560090918,-0.0904799734722938
69,1925-10-01,1.177780219599354,-0.27061416456410836
70,1925-11-01,2.030346250121513,-0.34406072308194335
71,1925-12-01,5.775421608336828,0.3126654878079402
72,1926-01-01,7.236153272656782,0.10044710660914256
73,1926-02-01,6.574844652563233,-0.20597604564930022
74,1926-03-01,2.9518293423567834,-1.2423699729256117
75,1926-04-01,1.5607430217124019,-1.6393622516241295
76,1926-05-01,1.3009877398188598,-1.3172426932833368
77,1926-06-01,2.1301205823172804,0.08490825729865743
78,1926-07-01,2.699285073149155,1.111411532716085
79,1926-08-01,2.9054072022125172,1.3139811888662527
80,1926-09-01,1.780766512801352,0.4647597552098823
81,1926-10-01,1.5360643667371447,-0.01016391601652681
