,Month,tmean_f
421,February,68.88372938368056
422,March,69.81627604166667
423,April,70.85422092013889
424,May,71.64266764322917
425,June,73.2851806640625
426,July,74.21920844184028
427,August,74.92702907986111
428,September,74.85740831163194
429,October,73.81175672743055
430,November,71.7344482421875
431,December,70.63725857204861
432,January,68.98372938368055
