SoilSymbol,Pasture Group,Organic Matter,pH,Unimproved,Poor,Favorable,Improved,Good,Favorable,Temp Regime,Moisture Regime,% nonproductive,Map Unit Name
673,9,12.83,6.9,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,40%,"Malama-Lava flows complex, 2 to 40 percent slopes"
709,16,,,500,750,1000,7000,1500,2000,,,60%,"Lava flows-Lithic Ustipsamments complex, 2 to 10 percent slopes"
711,0,,,0,0,0,0,0,0,,,,"Lava flows-Apuki complex, 2 to 20 percent slopes"
713,0,1.13,6,0,0,0,0,0,0,isothermic,,,"Lithic Haplustands-Lava flows complex, 2 to 10 percent slopes"
715,16,0.22,7.3,500,1000,1500,2000,2500,3000,isothermic,,,"Alahapa-Heake complex, 2 to 10 percent slopes"
716,16,0.22,7.3,500,1000,1500,2000,2500,3000,isothermic,ustic,,"Alahapa extremely stony ashy sandy loam, 2 to 10 percent slopes"
717,16,0.22,7.3,500,1000,1500,2000,2500,3000,isothermic,ustic,40%,"Alahapa-Lava flows complex, 2 to 10 percent slopes"
718,0,0.74,6.2,0,0,0,0,0,0,isothermic,,,"Halemaumau extremely gravelly ashy coarse sand, 2 to 10 percent slopes"
719,16,1.07,6.6,500,1000,1500,2000,2500,3000,isothermic,ustic,,"Heake ashy loam, 2 to 10 percent slopes"
720,16,1.07,6.6,500,1000,1500,2000,2500,3000,isothermic,ustic,35%,"Heake-Lava flows complex, 2 to 10 percent slopes"
722,0,0,7.3,0,0,0,0,0,0,isothermic,,,"Kilauea very gravelly ashy sand, 2 to 10 percent slopes"
724,16,,,500,1000,1500,2000,2500,3000,isomesic,,55%,"Lava flows-Kaholimo-Puiwa complex, 2 to 15 percent slopes"
725,16,,,500,1000,1500,2000,2500,3000,,,55%,"Lava flows-Kaholimo complex, 2 to 15 percent slopes"
726,16,8.28,6.4,500,750,1000,7000,1500,2000,isomesic ,udic,,"Kulalio silt loam, 2 to 10 percent slopes"
727,11,7.73,6,3000,4000,5000,7000,8000,9000,ISOMESIC,udic,,"Puaulu hydrous silt loam, 2 to 20 percent slopes"
728,11,7.73,6,3000,4000,5000,7000,8000,9000,ISOMESIC,udic,,"Puaulu-Hao complex, 2 to 20 percent slopes"
729,11,5.5,5.5,3000,4000,5000,7000,8000,9000,ISOMESIC,udic,,"Eheuiki-Puaulu complex, 2 to 20 percent slopes"
731,0,0.38,5.9,0,0,0,0,0,0,isothermic,,,"Kahalii-Lava flows complex, 2 to 10 percent slopes"
734,0,2.67,5.8,0,0,0,0,0,0,isohyperthermic ,ustic,30%,"Kanohina-Lava flows complex, 2 to 10 percent slopes"
735,11,11.3,6,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Puhimau ashy silt loam, 2 to 10 percent slopes"
736,11,4,6.7,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Manu medial silt loam, 2 to 10 percent slopes"
737,0,10.94,6.7,0,0,0,0,0,0,isothermic,,,"Nakanui-Lava flows complex, 2 to 10 percent slopes"
738,0,0.59,6.3,0,0,0,0,0,0,isohyperthermic,,,"Vitric Haplustands, 2 to 20 percent slopes"
741,0,4.91,6.2,0,0,0,0,0,0,isothermic,,,"Ahiu-Lava flows complex, 2 to 10 percent slopes"
743,0,2.85,7.7,0,0,0,0,0,0,isohyperthermic ,aridic,,"Pakini medial very fine sandy loam, 2 to 10 percent slopes, MLRA 157"
744,13,11.42,6.4,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Haa-Keamoku complex, 2 to 10 percent slopes"
745,13,8.22,5.9,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Maunaiu-Akelelu complex, 3 to 10 percent slopes"
746,13,8.28,6.4,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Kulalio-Maunaiu-Akelelu complex, 3 to 10 percent slopes"
747,13,0.52,6.4,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Oneula extremely stony loam, 2 to 10 percent slopes"
748,13,,,4000,6000,8000,9000,12000,15000,,,65%,"Lava flows-Menehune complex, 2 to 20 percent slopes"
749,0,0.39,6.3,0,0,0,0,0,0,isomesic ,udic,,"Wahi extremely cobbly medial loam, 2 to 20 percent slopes"
750,16,4.72,6.9,500,750,1000,7000,1500,2000,isomesic ,udic,,"Ki medial loam, 3 to 10 percent slopes"
751,0,0.52,6.4,0,0,0,0,0,0,isomesic,,,"Oneula extremely stony medial loam, low elevation, 2 to 10 percent slopes"
752,16,0.52,6.4,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Oneula-Keamoku-Maunaiu complex, 2 to 10 percent slopes"
753,0,13.17,5.6,0,0,0,0,0,0,isothermic,,,"Kalapana medial coarse sandy loam, 2 to 10 percent slopes"
754,0,13.17,5.6,0,0,0,0,0,0,isothermic,,,"Kalapana-Lava flows complex, dry, 2 to 10 percent slopes"
755,11,20,4.9,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Makaopuhi very paragravelly highly decomposed plant material, 2 to 10 percent slopes"
756,0,4.91,6.2,0,0,0,0,0,0,isothermic,,,"Ahiu-Vitric Haplustands complex, 2 to 10 percent slopes"
801,2,1.51,7.1,2000,3000,4000,5000,6500,8000,isothermic,ustic,,"Puu Pa-Waikaloa complex, 2 to 10 percent slopes"
802,2,1.51,7.1,2000,3000,4000,5000,6500,8000,isothermic,ustic,,"Puu Pa complex, 2 to 20 percent slopes"
804,13,2.84,7.4,4000,6000,8000,9000,12000,15000,isothermic,ustic,,"Waimea-Kemole complex, 2 to 20 percent slopes"
805,17,2.36,7.2,0,0,0,0,0,0,isothermic,ustic,,"Kemole extremely stony medial very fine sandy loam, dry, 2 to 12 percent slopes"
806,17,0.71,8,0,0,0,0,0,0,isothermic,ustic,,"Kilohana medial very fine sandy loam, 10 to 20 percent slopes"
807,17,0.39,8.1,0,0,0,0,0,0,isothermic,ustic,,"Kilohana medial loamy sand, 20 to 40 percent slopes"
808,13,2.36,7.2,4000,6000,8000,9000,12000,15000,ISOMESIC,ustic,,"Kemole-Waimea complex, 12 to 20 percent slopes"
809,17,2.84,7.4,0,0,0,0,0,0,isothermic,ustic,,"Waimea medial very fine sandy loam, dry, 0 to 6 percent slopes"
811,17,2.84,7.4,0,0,0,0,0,0,isothermic,ustic,,"Waimea medial very fine sandy loam, dry, 6 to 12 percent slopes"
812,17,2.36,7.2,0,0,0,0,0,0,ISOMESIC,ustic,,"Kemole extremely stony medial very fine sandy loam, dry, 12 to 20 percent slopes"
813,17,1.11,7.9,0,0,0,0,0,0,isothermic,ustic,,"Kilohana medial very fine sandy loam, dry, 10 to 20 percent slopes"
814,17,6.03,6.5,0,0,0,0,0,0,isomesic ,ustic,,"Lapa extremely cobbly medial fine sandy loam, 20 to 40 percent slopes"
815,16,1.98,7.3,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Pohakulehu cobbly ashy loamy fine sand, 20 to 40 percent slopes"
816,17,2.36,7.2,0,0,0,0,0,0,ISOMESIC,ustic,,"Kemole-Waimea complex, dry, 2 to 12 percent slopes"
817,17,2.36,7.2,0,0,0,0,0,0,ISOMESIC,ustic,,"Kemole extremely stony medial very fine sandy loam, dry, 35 to 70 percent slopes"
818,13,2.67,7.3,4000,6000,8000,9000,12000,15000,isomesic ,ustic,,"Pohakulehu-Lanapohaku complex, dry, 12 to 20 percent slopes"
820,13,2.67,7.3,4000,6000,8000,9000,12000,15000,isomesic ,ustic,,"Pohakulehu very stony highly organic medial sandy loam, dry, 20 to 40 percent slopes"
821,17,2.36,7.2,0,0,0,0,0,0,ISOMESIC,ustic,,"Kemole-Kilohana complex, 12 to 20 percent slopes"
822,16,2.67,7.3,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Pohakulehu very cobbly medial very fine sandy loam, 12 to 20 percent slopes"
823,0,2.67,7.3,0,0,0,0,0,0,isomesic ,ustic,,"Pohakulehu-Lapa complex, 20 to 40 percent slopes"
825,2,4.63,6.7,2000,3000,4000,5000,6500,8000,isohyperthermic ,aridic,,"Puako, dry substratum, 3 to 6 percent slopes"
826,16,1.98,7.3,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Pohakulehu cobbly ashy loamy fine sand, 6 to 12 percent slopes"
827,16,1.98,7.3,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Pohakulehu cobbly ashy loamy fine sand, 12 to 20 percent slopes"
828,17,2.36,7.2,0,0,0,0,0,0,isothermic,ustic,,"Kemole-Waimea extremely cobbly substratum complex, 12 to 20 percent slopes"
829,0,0.85,7,0,0,0,0,0,0,isomesic ,ustic,,"Lanapohaku-Lava flows complex, 6 to 40 percent slopes"
830,13,2.27,6.7,4000,6000,8000,9000,12000,15000,isomesic ,ustic,,"Huikau ashy sandy loam, 30 to 50 percent slopes"
831,13,0,7,4000,6000,8000,9000,12000,15000,isomesic,,35%,"Lava flows-Lapa-Pohakulehu complex, 30 to 50 percent slopes"
832,16,1.11,7.1,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Keekee ashy loamy sand, 0 to 6 percent slopes"
834,13,1.02,7.2,4000,6000,8000,9000,12000,15000,isomesic ,ustic,20%,"Lanapohaku-Huikau-Dune land complex, 30 to 50 percent slopes"
835,13,2.67,7.3,4000,6000,8000,9000,12000,15000,isomesic ,ustic,35%,"Pohakulehu-Lava flows complex, 20 to 40 percent slopes"
836,0,2.67,7.3,0,0,0,0,0,0,isomesic ,ustic,,"Pohakulehu very stony highly organic medial sandy loam, cool, 20 to 40 percent slopes"
837,0,0,7,0,0,0,0,0,0,isomesic,,,"Lava flows-Lapa-Pohakulehu complex, cool, 30 to 50 percent slopes"
839,13,2.27,6.7,4000,6000,8000,9000,12000,15000,isomesic ,ustic,,"Huikau very gravelly ashy sandy loam, 30 to 50 percent slopes"
840,16,2.67,7.3,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Pohakulehu-Lanapohaku complex, 12 to 20 percent slopes"
841,16,0.2,8,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Alaone-Keekee complex, 2 to 6 percent slopes"
842,16,2.67,7.3,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Pohakulehu-Lanapohaku complex, moist, 12 to 20 percent slopes"
843,15,2.41,5.3,4000,6000,8000,8000,10000,12000,isomesic ,udic,,"Puu Oo highly organic hydrous silty clay loam, 6 to 20 percent slopes"
844,13,5.51,6.3,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Keamoku-Laumaia complex, 6 to 20 percent slopes"
845,13,5.51,6.3,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Keamoku extremely cobbly medial loam, 10 to 20 percent slopes"
846,16,1.02,7.2,500,750,1000,7000,1500,2000,isomesic ,ustic,20%,"Lanapohaku-Pohakulehu-Lava flows complex, 6 to 20 percent slopes"
848,13,6.7,5.5,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Laumaia medial silt loam, 2 to 20 percent slopes"
849,15,8.04,4.5,4000,6000,8000,8000,10000,12000,isomesic ,udic,,"Kau very cobbly highly organic medial loam, 6 to 20 percent slopes"
850,11,7.53,5.6,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kaiwiki highly organic hydrous silty clay loam, 6 to 20 percent slopes"
851,11,3.4,5.8,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Waiakea very cobbly hydrous loam, 10 to 20 percent slopes"
900,11,7.53,5.6,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kaiwiki hydrous silty clay loam, 0 to 10 percent slopes"
901,10,6.56,5.9,6000,8000,10000,12000,16000,20000,isohyperthermic ,udic,,"Hilo hydrous silty clay loam, 0 to 10 percent slopes"
902,10,6.56,5.9,6000,8000,10000,12000,16000,20000,isohyperthermic ,udic,,"Hilo hydrous silty clay loam, 20 to 35 percent slopes"
903,10,6.56,5.9,6000,8000,10000,12000,16000,20000,isohyperthermic ,udic,,"Hilo hydrous silty clay loam, 10 to 20 percent slopes"
904,11,6.14,5.2,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Akaka-Onomea complex, 0 to 10 percent slopes"
905,11,6.14,5.2,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Akaka-Kaiwiki complex, 0 to 10 percent slopes"
906,11,7.53,5.6,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kaiwiki hydrous silty clay loam, 10 to 20 percent slopes"
907,11,7.53,5.6,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kaiwiki hydrous silty clay loam, 20 to 35 percent"
908,11,7.53,5.6,3000,4000,5000,7000,8000,9000,isothermic,udic,25%,"Kaiwiki-Rock outcrop complex, 35 to 100 percent slopes"
909,10,6.56,5.9,6000,8000,10000,12000,16000,20000,isohyperthermic ,udic,35%,"Hilo-Rock outcrop complex, 35 to 100 percent slopes"
910,13,6.7,5.5,4000,6000,8000,9000,12000,15000,isomesic ,udic,,"Laumaia medial silt loam, 20 to 50 percent slopes"
911,13,2.41,5.3,4000,6000,8000,9000,12000,15000,isomesic ,udic,20%,"Puu Oo-Kau-Rock outcrop complex, 6 to 35 percent slopes"
951,5,8.95,6,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Ookala medial silty clay loam, 0 to 10 percent slopes"
952,5,8.95,6,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Ookala medial silty clay loam, 10 to 20 percent slopes"
953,5,8.95,6,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Ookala medial silty clay loam, 20 to 35 percent slopes"
954,5,8.95,6,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,45%,"Ookala-Rock outcrop complex, 35 to 100 percent slopes"
955,8,11.08,6,6000,7000,8000,9000,12000,15000,isothermic,udic,,"Honokaa highly organic hydrous silty clay loam, 0 to 10 percent"
956,8,11.08,6,6000,7000,8000,9000,12000,15000,isothermic,udic,,"Honokaa highly organic hydrous silty clay loam, 10 to 20 percent slopes"
957,8,11.08,6,6000,7000,8000,9000,12000,15000,isothermic,udic,,"Honokaa highly organic hydrous silty clay loam, 20 to 35 percent slopes"
958,8,11.08,6,6000,7000,8000,9000,12000,15000,isothermic,udic,45%,"Honokaa-Rock outcrop complex, 35 to 100 percent slopes"
959,5,7.75,5.7,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Paauhau medial silty clay loam, 10 to 20 percent slopes"
960,5,7.36,6,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honokaa hydrous silty clay loam, warm, 0 to 10 percent slopes"
961,5,7.36,6,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honokaa hydrous silty clay loam, warm, 10 to 20 percent slopes"
962,5,7.36,6,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honokaa hydrous silty clay loam, warm, 20 to 35 percent slopes"
963,12,6.31,6.2,3000,4000,5000,6000,8000,10000,isothermic,ustic,,"Umikoa medial silt loam, 6 to 20 percent slopes"
964,12,6.31,6.2,3000,4000,5000,6000,8000,10000,isothermic,ustic,20%,"Umikoa-Kemole-Rock outcrop complex, 6 to 35 percent slopes"
965,13,10.66,6.2,4000,6000,8000,9000,12000,15000,isomesic ,ustic,,"Hanipoe medial fine sandy loam, 6 to 20 percent slopes"
966,13,10.66,6.2,4000,6000,8000,9000,12000,15000,isomesic ,ustic,20%,"Hanipoe-Pohakulehu-Rock outcrop complex, 6 to 35 percent slopes"
967,5,1.63,5.7,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Olaa cobbly hydrous loam, older substrate, 2 to 20 percent slopes"
968,13,10.66,6.2,4000,6000,8000,9000,12000,15000,isomesic ,ustic,,"Hanipoe medial fine sandy loam, 0 to 6 percent slopes"
969,12,6.31,6.2,3000,4000,5000,6000,8000,10000,isothermic,ustic,,"Umikoa medial silt loam, 0 to 6 percent slopes"
970,15,14.92,6.4,4000,6000,8000,8000,10000,12000,isothermic,udic,20%,"Maile-Waiakea-Rock outcrop complex, 6 to 35 percent slopes"
971,11,3.4,5.8,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Waiakea-Onomea complex, 0 to 20 percent slopes"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
AaB,1,0.61,8,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Alae sandy loam, 3 to 7 percent slopes, MLRA 158"
AcA,1,0.61,8,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Alae cobbly sandy loam, 0 to 3 percent slopes, MLRA 158"
AcB,1,0.61,8,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Alae cobbly sandy loam, 3 to 7 percent slopes, MLRA 158"
AeB,6,1.89,5.6,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic ,,"Alaeloa silty clay, 3 to 7 percent slopes, MLRA 158"
AeC,6,1.89,5.6,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic ,,"Alaeloa silty clay, 7 to 15 percent slopes, MLRA 158"
AeE,6,1.94,5.1,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic,,"Alaeloa silty clay, older substrate, 15 to 35 percent slopes, MLRA 167"
ALE3,6,1.49,5.6,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic,,"Alaeloa silty clay, 5 to 25 percent slopes, severely eroded, MLRA 164"
ALF,6,1.94,5.1,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic,,"Alaeloa silty clay, 40 to 70 percent slopes"
AME3,6,1.49,5.6,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic,,"Alaeloa stony silty clay, 3 to 15 percent slopes, severely eroded, MLRA 164"
ANE,6,3.42,5.2,7000,9000,11000,15000,18500,22000,isohyperthermic,ustic,,"Alaeloa stony silty clay, overwash, 15 to 35 percent slopes"
BL,,0,,,,,,,,,,,Badland
BM,,0,,,,,,,,,,,Badland-Mahana complex
BP,,,,,,,,,,,,,Borrow pit
BS,,0.05,7,,,,,,,,,,Beaches
BW,,0.1,6.5,,,,,,,,ustic,,Blown-out land
CO,,3.08,7,,,,,,,isohyperthermic,udic,,Colluvial land
CPI,,,,,,,,,,,,,Cinder pit
CR,,0.2,,,,,,,,,,,Coral outcrop
DL,,0.05,7.5,,,,,,,,,,Dune land
EaA,2,1.22,7.1,700,1200,1700,2000,2500,3000,isohyperthermic,Aridic Haplustolls,,"Ewa silty clay loam, 0 to 3 percent slopes, MLRA 158"
EaB,2,1.52,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa silty clay loam, 3 to 6 percent slopes"
EaC,2,1.49,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa silty clay loam, 6 to 12 percent slopes"
EcA,2,1.22,7.1,700,1200,1700,2000,2500,3000,isohyperthermic,Aridic Haplustolls,,"Ewa cobbly silty clay loam, 0 to 3 percent slopes, MLRA 158"
EcB,2,1.22,7.1,700,1200,1700,2000,2500,3000,isohyperthermic,Aridic Haplustolls,,"Ewa cobbly silty clay loam, 3 to 7 percent slopes, MLRA 163"
EmA,2,1.75,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa silty clay loam, moderately shallow, 0 to 2 percent slopes"
EmB,2,1.75,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa silty clay loam, moderately shallow, 2 to 6 percent slopes"
EsA,2,1.68,7.5,700,1200,1700,2000,2500,3000,isohyperthermic,Aridic Haplustolls,,"Ewa silty clay, 0 to 3 percent slopes"
EsB,2,1.22,7.1,700,1200,1700,2000,2500,3000,isohyperthermic,Aridic Haplustolls,,"Ewa silty clay, 3 to 7 percent slopes, MLRA 163"
EtB,2,1.22,7.1,700,1200,1700,2000,2500,3000,isohyperthermic,Aridic Haplustolls,,"Ewa cobbly silty clay, 3 to 7 percent slopes, MLRA 163"
EwA,2,1.49,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa stony silty clay, 0 to 2 percent slopes"
EwB,2,1.49,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa stony silty clay, 2 to 6 percent slopes"
EwC,2,1.49,7,700,1200,1700,2000,2500,3000,isohyperthermic,aridic,,"Ewa stony silty clay, 6 to 12 percent slopes"
Fd,,9.31,6.7,,,,,,,,ustic,,Fill land
FL,,2.18,6.7,,,,,,,,ustic,,"Fill land, mixed"
GL,,0.5,5.9,,,,,,,,,,Gullied land
GPI,,,,,,,,,,,,,Gravel pits
HaB,8,2.36,4.7,3000,4000,5000,8000,11000,14000,isohyperthermic,ustic ,,"Haiku silty clay, 3 to 7 percent slopes, MLRA 167"
HaC,8,2.36,4.7,3000,4000,5000,8000,11000,14000,isohyperthermic,ustic ,,"Haiku silty clay, 7 to 15 percent slopes, MLRA 167"
HbB,8,2.36,4.7,3000,4000,5000,8000,11000,14000,isohyperthermic,ustic ,,"Haiku clay, 3 to 7 percent slopes, MLRA 167"
HbC,8,2.36,4.7,3000,4000,5000,8000,11000,14000,isohyperthermic,ustic ,,"Haiku clay, 7 to 15 percent slopes, MLRA 167"
HcB,3,1.08,6.8,1000,1500,2000,3000,5000,7000,isohyperthermic,ustic,,"Haleiwa silty clay loam, 0 to 10 percent slopes, MLRA 164"
HdC,3,1.08,6.8,1000,1500,2000,3000,5000,7000,isohyperthermic,ustic,,"Haleiwa very stony silty clay loam, 0 to 15 percent slopes, MLRA 164"
HeA,3,1.26,6.8,1000,1500,2000,3000,5000,7000,isohyperthermic,ustic,,"Haleiwa silty clay, 0 to 2 percent slopes"
HeB,3,1.26,6.8,1000,1500,2000,3000,5000,7000,isohyperthermic,ustic,,"Haleiwa silty clay, 2 to 6 percent slopes"
HfB,10,3.2,4.3,7000,9000,11000,14000,18000,20000,isothermic,Anionic Acroperox,,"Halii gravelly silty clay, 3 to 8 percent slopes"
HfC,10,3.2,4.3,7000,9000,11000,14000,18000,20000,isothermic,Anionic Acroperox,,"Halii gravelly silty clay, 8 to 15 percent slopes"
HfD2,10,3.03,4.3,7000,9000,11000,14000,18000,20000,isothermic,Anionic Acroperox,,"Halii gravelly silty clay, 15 to 25 percent slopes, eroded"
HfE2,10,3.03,4.3,7000,9000,11000,14000,18000,20000,isothermic,Anionic Acroperox,,"Halii gravelly silty clay, 25 to 40 percent slopes, eroded"
HgB,3,1.57,5.4,1000,1500,2000,3000,5000,7000,isothermic,ustic ,,"Haliimaile silty clay loam, 3 to 7 percent slopes"
HgC,3,1.57,5.4,1000,1500,2000,3000,5000,7000,isothermic,ustic ,,"Haliimaile silty clay loam, 7 to 15 percent slopes"
HhB,3,1.57,5.4,1000,1500,2000,3000,5000,7000,isothermic,ustic ,,"Haliimaile silty clay, 3 to 7 percent slopes"
HhC,3,1.57,5.4,1000,1500,2000,3000,5000,7000,isothermic,ustic ,,"Haliimaile silty clay, 7 to 15 percent slopes"
HID,6,1.95,4.7,7000,9000,11000,15000,18500,22000,isothermic,ustic ,,"Halawa silty clay, 3 to 25 percent slopes, MLRA 164"
HID3,6,1.43,5,7000,9000,11000,15000,18500,22000,isothermic,ustic,,"Halawa silty clay, 3 to 25 percent slopes, severely eroded"
HJE,6,1.94,5,7000,9000,11000,15000,18500,22000,isothermic,ustic,,"Halawa silt loam, 20 to 35 percent slopes"
HJF2,6,1.26,5,7000,9000,11000,15000,18500,22000,isothermic,ustic,,"Halawa silt loam, 35 to 70 percent slopes, eroded"
HkC2,3,1.57,5.4,1000,1500,2000,3000,5000,7000,isothermic,ustic ,,"Haliimaile gravelly silty clay, 7 to 15 percent slopes, eroded"
HKLD,11,2.95,6.2,9000,11000,13000,18000,22000,26000,isohyperthermic,udic,,"Hana very stony silty clay loam, 3 to 25 percent slopes"
HKMD,11,2.95,6.2,9000,11000,13000,18000,22000,26000,isohyperthermic,udic,,"Hana extremely stony silty clay loam, 3 to 25 percent slopes"
HKNC,11,6.03,5.7,9000,11000,13000,18000,22000,26000,isohyperthermic,udic,,"Hana silty clay loam, moderately deep variant, 3 to 15 percent slopes"
HKOC,11,2.62,6.1,9000,11000,13000,18000,22000,26000,isohyperthermic,udic,,"Hana extremely stony silty clay loam, moderately deep variant, 3 to 15 percent slopes"
HlB,6,2.76,4.6,7000,9000,11000,15000,18500,22000,isohyperthermic,Andic Palehumults,,"Hamakuapoko silty clay, 3 to 7 percent slopes"
HlC,6,2.76,4.6,7000,9000,11000,15000,18500,22000,isohyperthermic,Andic Palehumults,,"Hamakuapoko silty clay, 7 to 15 percent slopes"
HlC2,6,2.12,4.6,7000,9000,11000,15000,18500,22000,isohyperthermic,Andic Palehumults,,"Hamakuapoko silty clay, 7 to 15 percent slopes, eroded"
HLMG,3,0.98,6.5,1000,1500,2000,3000,5000,7000,isohyperthermic,ustic,,"Helemano silty clay, 30 to 90 percent slopes"
HmA,7,2.85,6.3,4000,5000,6000,8000,10000,12000,isohyperthermic,aquic,,"Hanalei silty clay loam, 0 to 2 percent slopes"
HMMF,8,1.47,4.8,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hihimanu silty clay loam, 40 to 70 percent slopes"
HnA,7,3.55,6,4000,5000,6000,8000,10000,12000,isohyperthermic,aquic,,"Hanalei silty clay, 0 to 2 percent slopes, MLRA 167"
HnB,7,2.85,6.3,4000,5000,6000,8000,10000,12000,isohyperthermic,aquic,,"Hanalei silty clay, 2 to 6 percent slopes"
HNUD,,2.68,4.9,,,,,,,isothermic,aquic,,"Hulua gravelly silty clay loam, 3 to 25 percent slopes"
HNUF,,2.78,4.9,,,,,,,isothermic,aquic,,"Hulua gravelly silty clay loam, 25 to 70 percent slopes"
HoB,7,2.85,6.3,4000,5000,6000,8000,10000,12000,isohyperthermic,aquic,,"Hanalei stony silty clay, 2 to 6 percent slopes"
HpA,7,8.47,6.3,4000,5000,6000,8000,10000,12000,isohyperthermic,aquic,,"Hanalei peaty silty clay loam, 0 to 2 percent slopes"
HrB,7,2.85,6.3,4000,5000,6000,8000,10000,12000,isohyperthermic,aquic,,"Hanalei silty clay, deep water table, 0 to 6 percent slopes"
HsB,8,1.15,4.9,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hanamaulu silty clay, 3 to 8 percent slopes"
HsC,8,1.15,4.9,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hanamaulu silty clay, 8 to 15 percent slopes"
HsD,8,1.15,4.9,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hanamaulu silty clay, 15 to 25 percent slopes"
HsE,8,1.15,4.9,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hanamaulu silty clay, 25 to 40 percent slopes"
HtE,8,1.15,4.9,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hanamaulu stony silty clay, 10 to 35 percent slopes"
HuE,8,1.15,4.9,3000,4000,5000,8000,11000,14000,isohyperthermic,udic,,"Hanamaulu bouldery silty clay, 10 to 35 percent slopes"
HvA,1,0.6,6.4,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Holomua silt loam, 0 to 3 percent slopes"
HvB,1,0.6,6.4,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Holomua silt loam, 3 to 7 percent slopes"
HvB3,1,0.54,6.5,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Holomua silt loam, 3 to 7 percent slopes, severely eroded"
HvC,1,0.6,6.4,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Holomua silt loam, 7 to 15 percent slopes"
HvC3,1,0.54,6.5,400,800,1200,1500,2000,2500,isohyperthermic,aridic,,"Holomua silt loam, 7 to 15 percent slopes, severely eroded"
HwC,8,5.05,5.1,3000,4000,5000,8000,11000,14000,isohyperthermic,ustic ,,"Honolua silty clay, 7 to 15 percent slopes"
HwD,8,5.05,5.1,3000,4000,5000,8000,11000,14000,isohyperthermic,ustic ,,"Honolua silty clay, 15 to 25 percent slopes"
