SoilSymbol,Pasture Group,Organic Matter,pH,Unimproved,Poor,Favorable,Improved,Good,Favorable,Temp Regime,Moisture Regime,% nonproductive,Map Unit Name
403,16,15.27,6,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Ihuanu very cobbly medial silt loam, 2 to 10 percent slopes, MLRA 160"
405,16,11.6,6.1,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Iwalani medial loam, 10 to 20 percent slopes"
406,14,,,1000,1500,2000,2500,3250,4000,,,70%,"Lava flows-Iwalani complex, 10 to 20 percent slopes"
407,16,11.6,6.1,500,750,1000,7000,1500,2000,isomesic ,ustic,40%,"Iwalani-Lava flows complex, 2 to 10 percent slopes"
408,16,11.6,6.1,500,750,1000,7000,1500,2000,isomesic ,ustic,30%,"Iwalani-Lava flows complex, 10 to 20 percent slopes"
409,16,11.6,6.1,500,750,1000,7000,1500,2000,isomesic ,ustic,,"Iwalani medial loam, 3 to 10 percent slopes"
410,14,3.4,7.3,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Nawahine gravelly medial silt loam, 20 to 50 percent slopes"
411,1,0.81,6.6,800,1400,2000,2000,3500,4500,isohyperthermic ,ustic,,"Mahukona silty clay loam, 3 to 12 percent slopes"
412,1,0.81,6.5,800,1400,2000,2000,3500,4500,isohyperthermic ,ustic,,"Mahukona very stony silty clay loam, 6 to 12 percent slopes"
413,3,1.03,6.6,3000,4000,5000,6000,8000,10000,isohyperthermic ,USTIC,,"Hawi very stony silty clay, 6 to 12 percent slopes"
414,3,1.03,6.6,3000,4000,5000,6000,8000,10000,isohyperthermic ,USTIC,,"Hawi silty clay, 0 to 3 percent slopes"
415,3,1.03,6.6,3000,4000,5000,6000,8000,10000,isohyperthermic ,USTIC,,"Hawi silty clay, 3 to 12 percent slopes"
416,5,2.6,6.4,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Kohala silty clay, 3 to 12 percent slopes"
417,4,5.29,7.5,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Waimea medial silt loam, 6 to 12 percent slopes"
418,4,5.29,7.5,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Waimea medial silt loam, 12 to 20 percent slopes"
419,4,5.29,7.5,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Waimea medial silt loam, 20 to 50 percent slopes"
420,12,7.37,6.7,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Palapalai hydrous silt loam, 6 to 12 percent slopes"
421,12,7.37,6.7,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Palapalai hydrous silt loam, 12 to 20 percent slopes"
422,12,7.37,6.7,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Palapalai hydrous silt loam, 20 to 50 percent slopes"
423,12,7.37,6.7,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Palapalai hydrous silty clay loam, 6 to 12 percent slopes"
424,8,9.51,4.9,6000,7000,8000,9000,12000,15000,isothermic,aquic,,"Kahua-Kehena complex, 6 to 20 percent slopes"
425,15,9.51,4.9,4000,6000,8000,8000,10000,12000,isothermic,aquic,,"Kahua mucky medial silt loam, 20 to 50 percent slopes"
426,0,13.01,4.9,0,0,0,0,0,0,isothermic,aquic,,"Amalu-Kahua-Kehena complex, 3 to 20 percent slopes"
427,0,13.01,4.9,0,0,0,0,0,0,isothermic,aquic,,"Amalu-Kehena complex, 20 to 50 percent slopes"
428,8,8.03,5,6000,7000,8000,9000,12000,15000,isothermic,udic,,"Kehena-Kahua complex, 3 to 20 percent slopes"
429,0,8.03,5,0,0,0,0,0,0,isothermic,udic,,"Kehena-Niulii-Rock outcrop complex, 70 to 100 percent slopes"
430,0,12.47,5.9,0,0,0,0,0,0,isohyperthermic ,aquic,,"Typic Endoaquepts, 0 to 1 percent slopes"
431,0,2.76,6.2,0,0,0,0,0,0,isohyperthermic ,aquic,,"Hanalei complex, 0 to 2 percent slopes"
432,0,11.97,5.2,0,0,0,0,0,0,isothermic,udic,,"Niulii-Rock outcrop complex, 35 to 70 percent slopes"
433,5,7.15,5.2,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,60%,"Ainakea-Rock outcrop complex, 35 to 70 percent slopes"
434,8,8.03,5,6000,7000,8000,9000,12000,15000,isothermic,udic,,"Kehena medial silty clay loam, 6 to 12 percent slopes"
435,5,2.6,6.4,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Kohala silty clay, 0 to 3 percent slopes"
436,5,2.6,6.4,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Kohala silty clay, 12 to 20 percent slopes"
437,5,2.6,6.4,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Kohala silty clay, 20 to 35 percent slopes"
438,5,2.6,6.4,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Kohala silty clay, 35 to 70 percent slopes"
439,5,7.15,5.2,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Ainakea medial silty clay loam, 3 to 12 percent slopes"
440,5,7.15,5.2,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Ainakea medial silty clay loam, 12 to 20 percent slopes"
441,5,7.15,5.2,4000,5000,6000,8000,12000,16000,isohyperthermic ,udic,,"Ainakea medial silty clay loam, 20 to 35 percent slopes"
442,5,11.97,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Niulii medial silty clay loam, 6 to 12 percent slopes"
443,5,11.97,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Niulii medial silty clay loam, 12 to 20 percent slopes"
444,5,11.97,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Niulii medial silty clay loam, 20 to 35 percent slopes"
445,0,7.15,5.2,0,0,0,0,0,0,isohyperthermic ,udic,,"Ainakea-Rock outcrop complex, 70 to 100 percent slopes"
446,0,1.3,6.8,0,0,0,0,0,0,isohyperthermic ,udic,,"Pololu extremely stony very fine sandy loam, 3 to 12 percent slopes"
447,5,11.97,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,20%,"Niulii-Rock outcrop complex, 70 to 100 percent slopes"
448,14,12.35,5.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,30%,"Puukala-Kekake-Lava flows complex, 2 to 10 percent slopes"
449,14,12.35,5.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,30%,"Puukala-Kekake-Lava flows complex, 10 to 20 percent slopes"
450,14,12.35,5.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Puukala medial silt loam, 2 to 10 percent slopes"
451,14,12.35,5.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Puukala medial silt loam, 10 to 20 percent slopes"
452,14,12.35,5.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Puukala-Kealoha complex, 2 to 10 percent slopes"
453,14,12.35,5.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Puukala-Kealoha complex, 10 to 20 percent slopes"
454,14,10.38,6.4,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Kealoha very gravelly medial silt loam, 2 to 10 percent slopes"
455,14,10.38,6.4,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Kealoha very gravelly medial silt loam, 10 to 20 percent slopes"
456,0,0.55,6.9,0,0,0,0,0,0,isohyperthermic ,aquic,,"Typic Ustipsamments, 0 to 15 percent slopes"
457,7,9.52,6,8000,10000,12000,20000,25000,30000,isothermic,udic,,"Hookena very cobbly medial silt loam, 10 to 20 percent slopes"
458,14,10.38,6.4,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Kealoha very gravelly medial silt loam, 20 to 50 percent slopes"
459,4,2.36,7.2,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Kemole stony medial silt loam, 12 to 20 percent slopes"
460,14,7.68,6.2,1000,1500,2000,2500,3250,4000,isomesic ,udic,,"Hapuu very gravelly medial silt loam, 2 to 10 percent slopes"
461,14,7.68,6.2,1000,1500,2000,2500,3250,4000,isomesic ,udic,,"Hapuu very gravelly medial silt loam, 10 to 20 percent slopes"
462,14,7.68,6.2,1000,1500,2000,2500,3250,4000,isomesic ,udic,,"Hapuu extremely gravelly medial silt loam, 2 to 10 percent slopes"
463,14,7.68,6.2,1000,1500,2000,2500,3250,4000,isomesic ,udic,,"Hapuu extremely gravelly medial silt loam, 10 to 20 percent slopes"
464,4,2.36,7.2,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Kemole stony medial silt loam, 6 to 12 percent slopes"
465,5,7.75,5.7,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Paauhau medial silty clay loam, 0 to 10 percent slopes"
466,14,2.2,6.8,1000,1500,2000,2500,3250,4000,isothermic,ustic,40%,"Nenenui-Lava flows complex, 2 to 10 percent slopes"
467,14,2.2,6.8,1000,1500,2000,2500,3250,4000,isomesic ,ustic,40%,"Nenenui-Lava flows complex, 10 to 20 percent slopes"
468,15,14.92,6.4,4000,6000,8000,8000,10000,12000,isothermic,udic,,"Maile hydrous silt loam, 0 to 6 percent slopes"
469,5,7.75,5.7,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Paauhau medial silty clay loam, 20 to 35 percent slopes"
470,14,1.71,6.9,1000,1500,2000,2500,3250,4000,isothermic,ustic,,"Ohianui extremely gravelly ashy loamy sand, 2 to 10 percent slopes"
471,14,1.71,6.9,1000,1500,2000,2500,3250,4000,isothermic,ustic,,"Ohianui extremely gravelly ashy loamy sand, 10 to 20 percent slopes"
472,5,7.75,5.7,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,30%,"Paauhau- Rock outcrop complex, 35 to 70 percent slopes"
473,5,7.78,5.9,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Kukaiau medial silty clay loam, 0 to 10 percent slopes"
474,5,7.78,5.9,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Kukaiau medial silty clay loam, 10 to 20 percent slopes"
475,5,7.78,5.9,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Kukaiau medial silty clay loam, 20 to 35 percent slopes"
476,14,2.27,6.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Huikau ashy loamy sand, 2 to 10 percent slopes"
477,14,2.27,6.7,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Huikau ashy loamy sand, 10 to 20 percent slopes"
478,5,7.78,5.9,4000,5000,6000,8000,12000,16000,isothermic,udic,30%,"Kukaiau-Rock outcrop complex, 35 to 70 percent slopes"
481,14,24.28,7.3,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Halekula very cobbly medial silt loam, 10 to 20 percent slopes"
483,14,24.28,7.3,1000,1500,2000,2500,3250,4000,isomesic ,ustic,,"Halekula very cobbly medial silt loam, 20 to 50 percent slopes"
485,4,2.36,7.2,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Kemole extremely stony medial very fine sandy loam, 12 to 20 percent slopes"
486,4,2.36,7.2,2000,2500,3000,4000,5000,6000,isothermic,ustic,,"Kemole extremely stony medial very fine sandy loam, 6 to 12 percent slopes"
487,12,6.05,7.5,3000,4000,5000,6000,8000,10000,isothermic,ustic,,"Kikoni medial very fine sandy loam, 0 to 6 percent slopes"
488,12,6.05,7.5,3000,4000,5000,6000,8000,10000,isothermic,ustic,,"Kikoni medial very fine sandy loam, 6 to 12 percent slopes"
489,15,14.92,6.4,4000,6000,8000,8000,10000,12000,isothermic,udic,,"Maile hydrous silt loam, 6 to 20 percent slopes"
490,6,22.4,7.1,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Okoe extremely cobbly medial silt loam, 2 to 10 percent slopes"
491,6,22.4,7.1,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Okoe extremely cobbly medial silt loam, 10 to 20 percent slopes"
493,12,6.05,7.5,3000,4000,5000,6000,8000,10000,isothermic,ustic,,"Kikoni medial silt loam, 0 to 3 percent slopes"
502,1,5.02,7.1,800,1400,2000,2000,3500,4500,isohyperthermic ,aridic,,"Kaalualu cobbly medial loamy sand, 2 to 10 percent slopes"
503,1,5.02,7.1,800,1400,2000,2000,3500,4500,isohyperthermic ,aridic,,"Kaalualu cobbly medial loamy sand, 10 to 20 percent slopes"
504,3,5.02,7.1,3000,4000,5000,6000,8000,10000,isohyperthermic ,aridic,,"Kaalualu extremely cobbly medial loamy sand, 2 to 10 percent slopes"
505,3,5.02,7.1,3000,4000,5000,6000,8000,10000,isohyperthermic ,aridic,,"Kaalualu-Pakini complex, 2 to 10 percent slopes"
507,1,2.85,7.7,800,1400,2000,2000,3500,4500,isohyperthermic ,aridic,,"Pakini medial very fine sandy loam, 10 to 20 percent slopes"
510,1,2.85,7.7,800,1400,2000,2000,3500,4500,isohyperthermic ,aridic,,"Pakini-Kaalualu complex, 50 to 70 percent slopes"
511,12,12.81,6,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Akihi very cobbly hydrous silt loam, 10 to 20 percent slopes, MLRA 159B"
512,12,12.81,6,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Akihi very cobbly hydrous silt loam, 2 to 10 percent slopes, MLRA 159B"
513,12,14.38,5.2,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Hilea hydrous silty clay loam, 10 to 20 percent slopes"
514,5,14.38,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Hilea hydrous silty clay loam, 3 to 10 percent slopes"
515,16,13.43,6.1,500,1000,1500,2000,2500,3000,isomesic ,ustic,,"Pahipa-Puali association, 2 to 20 percent slopes"
516,5,5.13,6.3,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai hydrous silty clay loam, 3 to 10 percent slopes"
517,5,5.13,6.3,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai hydrous silty clay loam, 10 to 20 percent slopes"
518,5,5.13,6.3,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai hydrous silty clay loam, 20 to 35 percent slopes"
519,16,1.78,6.4,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Lalaau very cobbly highly decomposed plant material, 2 to 10 percent slopes"
520,3,1.2,6.2,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Naalehu medial silty clay loam, 35 to 70 percent slopes"
521,3,1.2,6.2,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Naalehu medial silty clay loam, 3 to 10 percent slopes"
522,5,1.2,6.2,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,,"Naalehu medial silty clay loam, 10 to 20 percent slopes"
523,3,1.2,6.2,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Naalehu medial silty clay loam, 20 to 35 percent slopes"
525,5,4.18,6.4,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai hydrous silty clay loam, low ppt, 10 to 20 percent slopes"
527,5,4.18,6.4,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai hydrous silty clay loam, 35 to 70 percent slopes"
528,5,5.13,6.3,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai hydrous silty clay loam, 0 to 3 percent slopes"
529,5,8.76,5.1,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honuapo-Hilea complex, 10 to 20 percent slopes"
530,5,14.38,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,30%,"Hilea-Lava flows complex, 3 to 10 percent slopes"
531,5,14.38,5.2,4000,5000,6000,8000,12000,16000,isothermic,udic,30%,"Hilea-Lava flows complex, 10 to 20 percent slopes"
532,5,8.76,5.1,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honuapo hydrous silt loam, 3 to 10 percent slopes"
533,5,8.76,5.1,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honuapo-Hilea complex, 20 to 35 percent slopes"
534,16,50,4.8,500,1000,1500,2000,2500,3000,isomesic ,udic,40%,"Kahaluu-Lava flows complex, 2 to 10 percent slopes"
535,3,3.87,5.6,3000,4000,5000,6000,8000,10000,isohyperthermic ,aridic,30%,"Lithic Haplotorrands-Lava flows complex, 2 to 10 percent slopes"
536,3,13.96,5.7,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Puueo extremely cobbly medial silt loam, 2 to 10 percent slopes"
538,3,1.2,6.2,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Naalehu medial silt loam, 0 to 3 percent slopes"
539,5,5.37,6.8,4000,5000,6000,8000,12000,16000,isohyperthermic ,ustic,30%,"Kanohina-Lava flows complex, 10 to 20 percent slopes"
540,3,5.37,6.8,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,30%,"Kanohina-Lava flows complex, 20 to 35 percent slopes"
541,3,0,7,3000,4000,5000,6000,8000,10000,,,70%,"Lava flows-Puueo complex, 2 to 20 percent slopes"
551,16,9.08,6.4,500,750,1000,7000,1500,2000,isomesic ,udic,,"Puiwa medial loam, 2 to 20 percent slopes"
552,16,9.09,6.2,500,750,1000,7000,1500,2000,isomesic ,udic,,"Keamoku medial silt loam, 10 to 20 percent slopes"
553,12,6.74,5,3000,4000,5000,6000,8000,10000,isothermic,udic,,"Kuanene medial fine sandy loam, 3 to 20 percent slopes"
554,13,4.89,6.8,4000,6000,8000,9000,12000,15000,isothermic,ustic,20%,"Kapulehu-Lava flows-Lithic Ustipsamments complex, 2 to 20 percent slopes"
555,5,6.74,5,4000,5000,6000,8000,12000,16000,isothermic,,45%,"Lava flows-Kuanene complex, 20 to 35 percent slopes"
557,5,0.53,5.5,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Udifluvents-Kuanene complex, 2 to 10 percent slopes"
558,5,12.81,6,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Akihi-Alapai complex, 40 to 70 percent slopes"
559,5,5.13,6.3,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai-Akihi complex, 10 to 20 percent slopes"
561,5,12.81,6,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Akihi-Alapai complex, 3 to 10 percent slopes"
562,5,12.81,6,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Akihi-Alapai complex, 10 to 20 percent slopes"
563,5,5.13,6.3,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Alapai-Akihi complex, 20 to 35 percent slopes"
565,3,0,5.5,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,40%,"Ustifluvents-Lava flows complex,, 3 to 10 percent slopes, occasionally flooded"
567,3,4.95,5.9,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Puueo-Naalehu complex, 3 to 10 percent slopes"
568,5,8.76,5.1,4000,5000,6000,8000,12000,16000,isothermic,udic,,"Honuapo hydrous silt loam, 10 to 20 percent slopes"
569,3,4.95,5.9,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,,"Puueo extremely cobbly medial silt loam, 10 to 20 percent slopes"
570,3,4,6.9,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,20%,"Kanohina-Ustifluvents-Lava flows complex, 3 to 10 percent slopes"
571,3,0,5.6,3000,4000,5000,6000,8000,10000,isohyperthermic ,ustic,30%,"Ustifluvents-Lava flows-Naalehu complex, 3 to 10 percent slopes, occasionally flooded"
572,16,2.72,5.3,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Puu Oo medial silt loam, 10 to 20 percent slopes"
573,16,9.73,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kaholimo medial silt loam, 10 to 20 percent slopes"
574,16,15.27,6,500,750,1000,7000,1500,2000,isomesic ,ustic,35%,"Ihuanu-Lava flows, pahoehoe complex, 10 to 20 percent slopes, MLRA 160"
575,16,4.76,5.4,500,1000,1500,2000,2500,3000,isomesic ,ustic,,"Humic Durustands, 2 to 10 percent slopes"
576,16,21.96,5.9,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Puali-Puu Oo-Pahipa association, 2 to 20 percent slopes"
577,16,13.43,6.1,500,1000,1500,2000,2500,3000,isomesic ,ustic,,"Pahipa-Puu Oo association, 2 to 20 percent slopes"
578,16,2.72,5.3,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Puu Oo-Kaholimo association, 2 to 20 percent slopes"
579,16,9.73,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,30%,"Kaholimo-Lava flows complex, 20 to 40 percent slopes"
601,16,9.73,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,25%,"Kaholimo-Lava flows complex, 3 to 10 percent slopes"
602,16,6.2,6,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Keamoku stony medial loam, 3 to 10 percent slopes"
603,14,1.98,5.9,1000,1500,2000,2500,3250,4000,isothermic,udic,,"Pekailio stony medial loam, 3 to 10 percent slopes"
604,9,21.22,5.5,3000,5000,7000,7500,10500,14000,isothermic,aquic,,"Hydric Endoaquands, 0 to 3 percent slopes"
605,16,9.73,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kaholimo-Ki complex, 3 to 10 percent slopes"
606,13,7.73,6,4000,6000,8000,9000,12000,15000,isothermic,udic,,"Puaulu-Hilea-Pekailio complex, 40 to 70 percent slopes"
607,16,9.73,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kaholimo-Ki complex, 10 to 20 percent slopes"
608,16,2.41,4.6,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kau-Lalo complex, 3 to 10 percent slopes"
609,11,5.11,4.9,3000,4000,5000,7000,8000,9000,isomesic ,udic,,"Piihonua hydrous silty clay loam, 20 to 35 percent slopes"
610,11,5.32,4.9,3000,4000,5000,7000,8000,9000,isomesic ,udic,,"Piihonua hydrous silty clay loam, 0 to 3 percent slopes"
611,16,3.39,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kulani hydrous highly organic loam, 10 to 20 percent slopes"
612,16,3.39,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kulani hydrous highly organic loam, 3 to 10 percent slopes"
613,11,11.17,6.7,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kiloa extremely cobbly highly decomposed plant material, 3 to 10 percent slopes"
614,11,3.4,5.8,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Waiakea hydrous loam, 2 to 20 percent slopes"
615,16,2.41,4.6,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kau hydrous silt loam, 3 to 10 percent slopes"
616,16,50,,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kahaluu highly decomposed plant material, 3 to 10 percent slopes"
617,16,9.73,6.1,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kaholimo medial silt loam, 3 to 10 percent slopes"
619,11,11.17,6.7,3000,4000,5000,7000,8000,9000,isothermic,udic,50%,"Kiloa-Lava flows complex, 3 to 10 percent slopes"
621,11,5.5,5.5,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Eheuiki-Pekailio complex, 3 to 10 percent slopes"
622,11,14.17,5.2,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kopua-Makaala complex, 3 to 10 percent slopes"
623,9,61.54,4.9,3000,5000,7000,7500,10500,14000,isothermic,udic,,"Keei very cobbly slightly decomposed plant material, 3 to 10 percent slopes"
624,11,6.36,5.2,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Kopua-Ihope complex, 3 to 10 percent slopes"
625,11,9.9,5.8,3000,4000,5000,7000,8000,9000,isothermic,aquic,,"Hao medial loam, 3 to 10 percent slopes"
626,16,1.78,6.4,500,1000,1500,2000,2500,3000,isomesic ,udic,45%,"Lalaau-Lava flows complex, 2 to 20 percent slopes"
627,16,50,,500,1000,1500,2000,2500,3000,isomesic ,udic,35%,"Kahaluu-lava flows-Ainahou complex, 2 to 10 percent slopes"
628,9,16.26,6.7,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Papai extremely cobbly highly decomposed plant material, 2 to 10 percent slopes"
629,9,5.75,5.6,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Panaewa very cobbly hydrous loam, 2 to 10 percent slopes"
630,16,4.67,6.7,500,1000,1500,2000,2500,3000,isothermic,ustic,,"Nanaia-Ohaikea complex, 2 to 10 percent slopes"
631,13,3.14,6.3,4000,6000,8000,9000,12000,15000,isothermic,ustic,,"Kapapala medial loam, 2 to 10 percent slopes"
632,13,3.14,6.3,4000,6000,8000,9000,12000,15000,isothermic,ustic,,"Kapapala medial loam, 20 to 40 percent slopes"
634,13,5.73,6.4,4000,6000,8000,9000,12000,15000,isothermic,ustic,,"Ohaikea highly organic medial loam, 2 to 10 percent slopes"
636,13,4.67,6.7,4000,6000,8000,9000,12000,15000,isothermic,ustic,40%,"Nanaia-Lava flows complex, 20 to 40 percent slopes"
637,9,16.26,6.7,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Papai-Urban land complex, 2 to 10 percent slopes"
638,9,5.75,5.6,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Panaewa-Urban land complex, 2 to 10 percent slopes"
639,9,60,5.3,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Keaukaha-Urban land complex, 2 to 10 percent slopes"
640,9,37.5,4.8,3000,5000,7000,7500,10500,14000,isohyperthermic ,ustic,,"Opihikao-Urban land complex, 2 to 20 percent slopes"
641,16,8.04,4.5,500,1000,1500,2000,2500,3000,isomesic ,udic,,"Kau very cobbly highly organic hydrous silt loam, 2 to 10 percent slopes"
651,9,,,3000,5000,7000,7500,10500,14000,isohyperthermic ,perudic,,"Keei slightly decomposed plant material, 3 to 10 percent slopes"
652,11,3.55,5.7,3000,4000,5000,7000,8000,9000,isothermic,udic,,"Ohia hydrous silt loam, 3 to 10 percent slopes"
653,9,60,5.3,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Keaukaha highly decomposed plant material, 2 to 10 percent slopes"
655,9,6.15,5.6,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Hakuma highly organic hydrous loam, 2 to 10 percent slopes, occasionally flooded"
657,9,12.83,6.9,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,40%,"Malama-Lava flows complex, dry, 2 to 40 percent slopes, MLRA 162"
659,9,12.83,6.9,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Malama extremely cobbly highly decomposed plant material, 2 to 40 percent slopes"
660,9,1.63,5.7,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Olaa cobbly hydrous loam, 2 to 10 percent slopes"
662,9,6.94,5.5,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Hakuma highly organic hydrous loam, 2 to 10 percent slopes"
664,9,37.5,4.8,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Opihikao highly decomposed plant material, 2 to 20 percent slopes"
665,9,5.36,6.4,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Iilewa cobbly hydrous highly organic silty clay loam, 30 to 80 percent slopes"
666,9,6.94,5.5,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Hakuma highly organic hydrous loam, dry, 2 to 10 percent slopes"
667,9,37.5,4.8,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Opihikao highly decomposed plant material, dry, 2 to 20 percent slopes"
669,9,5.36,6.4,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Iilewa cobbly hydrous highly organic silty clay loam, 0 to 30 percent slopes"
670,9,5.75,5.6,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Panaewa very cobbly hydrous loam, dry, 2 to 10 percent slopes"
671,9,1.63,5.7,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Olaa cobbly hydrous loam, dry, 2 to 10 percent slopes"
672,9,12.83,6.9,3000,5000,7000,7500,10500,14000,isohyperthermic ,udic,,"Malama extremely cobbly highly decomposed plant material, dry, 2 to 40 percent slopes"
