,Month,tmean_f
421,February,64.63563368055556
422,March,65.08544650607638
423,April,66.23384602864584
424,May,66.49755588107638
425,June,67.97259114583333
426,July,69.18723687065972
427,August,69.72716742621529
428,September,69.21800130208334
429,October,68.45419650607639
430,November,67.1128173828125
431,December,65.72430013020833
432,January,64.755126953125
