Year,Month,tmean_f,datetime,Temp
1990.0,1.0,64.0864501953125,1990-01-01,
1990.0,2.0,61.82618815104166,1990-02-01,
1990.0,3.0,62.84552137586806,1990-03-01,
1990.0,4.0,65.19430067274305,1990-04-01,
1990.0,5.0,65.6944118923611,1990-05-01,
1990.0,6.0,67.16770290798611,1990-06-01,
1990.0,7.0,68.24673936631945,1990-07-01,
1990.0,8.0,69.49878200954862,1990-08-01,
1990.0,9.0,69.55866427951389,1990-09-01,
1990.0,10.0,68.00193142361111,1990-10-01,
1990.0,11.0,67.19133300781249,1990-11-01,
1990.0,12.0,63.51412217881944,1990-12-01,
1991.0,1.0,62.382297092013886,1991-01-01,
1991.0,2.0,64.00405002170139,1991-02-01,
1991.0,3.0,62.44050564236111,1991-03-01,
1991.0,4.0,63.819848632812494,1991-04-01,
1991.0,5.0,65.1392822265625,1991-05-01,
1991.0,6.0,65.70459526909721,1991-06-01,
1991.0,7.0,67.4864501953125,1991-07-01,
1991.0,8.0,68.97211100260418,1991-08-01,
1991.0,9.0,68.44918348524305,1991-09-01,
1991.0,10.0,67.10659450954861,1991-10-01,
1991.0,11.0,67.07089029947917,1991-11-01,
1991.0,12.0,64.17117784288195,1991-12-01,
1992.0,1.0,61.91189778645833,1992-01-01,
1992.0,2.0,62.26965874565972,1992-02-01,
1992.0,3.0,63.034979926215286,1992-03-01,
1992.0,4.0,64.00999891493055,1992-04-01,
1992.0,5.0,66.47311740451389,1992-05-01,
1992.0,6.0,67.55925564236111,1992-06-01,
1992.0,7.0,67.7506103515625,1992-07-01,
1992.0,8.0,68.52243923611111,1992-08-01,
1992.0,9.0,69.24266493055555,1992-09-01,
1992.0,10.0,68.54981825086806,1992-10-01,
1992.0,11.0,66.70607096354166,1992-11-01,
1992.0,12.0,64.76824544270833,1992-12-01,
1993.0,1.0,61.91684841579861,1993-01-01,
1993.0,2.0,61.14087456597223,1993-02-01,
1993.0,3.0,62.42939181857639,1993-03-01,
1993.0,4.0,64.23585069444445,1993-04-01,
1993.0,5.0,64.26416015625,1993-05-01,
1993.0,6.0,66.5045166015625,1993-06-01,
1993.0,7.0,67.10250379774305,1993-07-01,
1993.0,8.0,68.46888834635416,1993-08-01,
1993.0,9.0,68.40533311631944,1993-09-01,
1993.0,10.0,67.49096950954862,1993-10-01,
1993.0,11.0,64.732666015625,1993-11-01,
1993.0,12.0,62.98164876302084,1993-12-01,
1994.0,1.0,61.46272243923611,1994-01-01,
1994.0,2.0,63.30840928819444,1994-02-01,
1994.0,3.0,62.56028645833334,1994-03-01,
1994.0,4.0,63.532373046875,1994-04-01,
1994.0,5.0,65.03497992621527,1994-05-01,
1994.0,6.0,65.92940538194445,1994-06-01,
1994.0,7.0,68.64222547743056,1994-07-01,
1994.0,8.0,68.67699110243055,1994-08-01,
1994.0,9.0,68.62266981336805,1994-09-01,
1994.0,10.0,67.36845974392361,1994-10-01,
1994.0,11.0,65.16814778645833,1994-11-01,
1994.0,12.0,62.91161295572917,1994-12-01,
