,oldMonth,OldTemp,Month,Temp
0,January,64.00105938665804,April,65.15173878065129
1,February,63.53589044960862,May,66.6311732255794
2,March,64.12242881842063,June,67.80678220406966
3,April,65.15173878065129,July,68.95533253275391
4,May,66.6311732255794,August,69.48335704939271
5,June,67.80678220406966,September,69.1154240741078
6,July,68.95533253275391,October,68.58047596799696
7,August,69.48335704939271,November,66.97676738205166
8,September,69.1154240741078,December,65.03454941124987
9,October,68.58047596799696,January,64.00105938665804
10,November,66.97676738205166,February,63.53589044960862
11,December,65.03454941124987,March,64.12242881842063
