,Year,Month,NDVI,datetime
0,2000.0,2.0,0.4014160493827161,2000-02-01
1,2000.0,3.0,0.3003154320987655,2000-03-01
2,2000.0,4.0,0.2997469135802469,2000-04-01
3,2000.0,5.0,0.2962191358024691,2000-05-01
4,2000.0,6.0,0.2677858024691358,2000-06-01
5,2000.0,7.0,0.2622493827160493,2000-07-01
6,2000.0,8.0,0.3194111111111111,2000-08-01
7,2000.0,9.0,0.2955882716049383,2000-09-01
8,2000.0,10.0,0.3095481481481481,2000-10-01
9,2000.0,11.0,0.7491395061728396,2000-11-01
10,2000.0,12.0,0.7101327160493827,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.3419592592592593,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.2599234567901234,2001-05-01
16,2001.0,6.0,0.2679055555555555,2001-06-01
17,2001.0,7.0,0.4144308641975308,2001-07-01
18,2001.0,8.0,0.4482839506172839,2001-08-01
19,2001.0,9.0,0.341483950617284,2001-09-01
20,2001.0,10.0,0.2868716049382716,2001-10-01
21,2001.0,11.0,0.5782493827160495,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.6941765432098765,2002-03-01
26,2002.0,4.0,0.6670228395061729,2002-04-01
27,2002.0,5.0,0.7251487654320989,2002-05-01
28,2002.0,6.0,0.6421635802469136,2002-06-01
29,2002.0,7.0,0.6412358024691358,2002-07-01
30,2002.0,8.0,0.6149839506172841,2002-08-01
31,2002.0,9.0,0.5079086419753087,2002-09-01
32,2002.0,10.0,0.5581049382716051,2002-10-01
33,2002.0,11.0,0.5466407407407406,2002-11-01
34,2002.0,12.0,0.4992753086419754,2002-12-01
35,2003.0,1.0,0.4672277777777777,2003-01-01
36,2003.0,2.0,0.5969740740740741,2003-02-01
37,2003.0,3.0,0.5934518518518519,2003-03-01
38,2003.0,4.0,0.5428395061728395,2003-04-01
39,2003.0,5.0,0.4442950617283951,2003-05-01
40,2003.0,6.0,0.373541975308642,2003-06-01
41,2003.0,7.0,0.3202302469135803,2003-07-01
42,2003.0,8.0,0.3603518518518518,2003-08-01
43,2003.0,9.0,0.3986962962962963,2003-09-01
44,2003.0,10.0,0.3277506172839506,2003-10-01
45,2003.0,11.0,0.3178555555555555,2003-11-01
46,2003.0,12.0,0.6254882716049384,2003-12-01
47,2004.0,1.0,0.7488117283950617,2004-01-01
48,2004.0,2.0,0.7729067901234568,2004-02-01
49,2004.0,3.0,0.7691530864197532,2004-03-01
