,Month,tmean_f
421,February,60.19166666666666
422,March,60.233119032118054
423,April,61.37252061631945
424,May,61.695629882812504
425,June,63.54525824652778
426,July,64.91175672743056
427,August,65.50953504774306
428,September,64.57814670138889
429,October,63.75792100694444
430,November,62.506591796875
431,December,61.13385145399306
432,January,60.25999891493056
