,Year,Month,Temp,datetime
0,1990.0,1.0,59.11363932291667,1990-01-01
1,1990.0,2.0,56.49450954861111,1990-02-01
2,1990.0,3.0,58.13686252170139,1990-03-01
3,1990.0,4.0,60.514501953125006,1990-04-01
4,1990.0,5.0,60.74813910590278,1990-05-01
5,1990.0,6.0,62.04090169270833,1990-06-01
6,1990.0,7.0,63.654538302951394,1990-07-01
7,1990.0,8.0,65.00615776909723,1990-08-01
8,1990.0,9.0,64.88497450086805,1990-09-01
9,1990.0,10.0,63.30257432725695,1990-10-01
10,1990.0,11.0,62.56122504340278,1990-11-01
11,1990.0,12.0,58.68064778645834,1990-12-01
12,1991.0,1.0,57.72108018663194,1991-01-01
13,1991.0,2.0,59.24086100260416,1991-02-01
14,1991.0,3.0,57.623966471354166,1991-03-01
15,1991.0,4.0,59.260595703125006,1991-04-01
16,1991.0,5.0,60.55182020399306,1991-05-01
17,1991.0,6.0,61.191552734375,1991-06-01
18,1991.0,7.0,63.21841362847222,1991-07-01
19,1991.0,8.0,64.54160970052084,1991-08-01
20,1991.0,9.0,63.79723307291667,1991-09-01
21,1991.0,10.0,62.17303602430556,1991-10-01
22,1991.0,11.0,62.30752495659722,1991-11-01
23,1991.0,12.0,59.51349283854167,1991-12-01
24,1992.0,1.0,57.43311903211806,1992-01-01
25,1992.0,2.0,57.72771267361111,1992-02-01
26,1992.0,3.0,58.524511718750006,1992-03-01
27,1992.0,4.0,58.85785590277778,1992-04-01
28,1992.0,5.0,61.97379557291667,1992-05-01
29,1992.0,6.0,62.25023600260417,1992-06-01
30,1992.0,7.0,62.776464843750006,1992-07-01
31,1992.0,8.0,63.13302680121528,1992-08-01
32,1992.0,9.0,64.43495551215278,1992-09-01
33,1992.0,10.0,64.1396484375,1992-10-01
34,1992.0,11.0,62.38138020833334,1992-11-01
35,1992.0,12.0,60.36851399739584,1992-12-01
36,1993.0,1.0,57.18313802083333,1993-01-01
37,1993.0,2.0,56.27437608506945,1993-02-01
38,1993.0,3.0,57.48774142795139,1993-03-01
39,1993.0,4.0,59.91099717881944,1993-04-01
40,1993.0,5.0,59.62708875868056,1993-05-01
41,1993.0,6.0,61.45207248263888,1993-06-01
42,1993.0,7.0,62.778293185763886,1993-07-01
43,1993.0,8.0,63.58006184895834,1993-08-01
44,1993.0,9.0,64.0947265625,1993-09-01
45,1993.0,10.0,63.03359917534722,1993-10-01
46,1993.0,11.0,60.04738498263889,1993-11-01
47,1993.0,12.0,57.907465277777774,1993-12-01
48,1994.0,1.0,56.93655870225695,1994-01-01
49,1994.0,2.0,59.01255425347222,1994-02-01
50,1994.0,3.0,57.74441731770834,1994-03-01
51,1994.0,4.0,58.09408637152778,1994-04-01
52,1994.0,5.0,60.460042317708336,1994-05-01
53,1994.0,6.0,60.69817708333333,1994-06-01
54,1994.0,7.0,63.888644748263886,1994-07-01
55,1994.0,8.0,63.81005859375,1994-08-01
56,1994.0,9.0,64.23846028645833,1994-09-01
57,1994.0,10.0,62.671956380208336,1994-10-01
58,1994.0,11.0,60.27713216145833,1994-11-01
59,1994.0,12.0,58.32121310763889,1994-12-01
60,1995.0,1.0,60.05857476128472,1995-01-01
61,1995.0,2.0,58.62386067708333,1995-02-01
62,1995.0,3.0,60.435948350694446,1995-03-01
63,1995.0,4.0,59.97259114583333,1995-04-01
64,1995.0,5.0,61.12931857638889,1995-05-01
65,1995.0,6.0,62.63701443142361,1995-06-01
