Year,Month,Day,RF_in
2026,3,31,0.0144475922705516
2026,4,1,0.0053936545513016
2026,4,2,0.0
2026,4,3,0.0047081244794924
2026,4,4,0.0
2026,4,5,0.0001838041285308
2026,4,6,0.00110140075208
2026,4,7,0.0002264109874439
2026,4,8,0.1594097240911902
2026,4,9,0.0768564629742479
2026,4,10,1.1392230603742892
2026,4,11,0.7732181098517471
2026,4,12,0.03889869830114
2026,4,13,0.0122206375876332
2026,4,14,0.0422722398452558
2026,4,15,0.0200873848021499
2026,4,16,0.0045270702866014
2026,4,17,0.0003918103567362
2026,4,18,0.0106964294887486
2026,4,19,0.0007725151765794
2026,4,20,0.0024528304735819
2026,4,21,0.0036511474394109937
