Year,Month,Temp
1990.0,1.0,62.68583374023437
1990.0,2.0,60.01731567382812
1990.0,3.0,63.35044860839844
1990.0,4.0,66.00629272460938
1990.0,5.0,64.89507141113282
1990.0,6.0,66.93125
1990.0,7.0,68.40168151855468
1990.0,8.0,70.112109375
1990.0,9.0,68.70913696289062
1990.0,10.0,67.32676391601564
1990.0,11.0,65.43873901367186
1990.0,12.0,61.29819946289063
1991.0,1.0,63.82284851074219
1991.0,2.0,66.001708984375
1991.0,3.0,60.212677001953125
1991.0,4.0,63.887176513671875
1991.0,5.0,65.61387939453125
1991.0,6.0,66.1796630859375
1991.0,7.0,69.09310302734374
1991.0,8.0,67.75449829101562
1991.0,9.0,70.49390869140626
1991.0,10.0,69.31952209472655
1991.0,11.0,68.91510009765625
1991.0,12.0,64.90882263183593
1992.0,1.0,64.89030151367187
1992.0,2.0,64.40752563476562
1992.0,3.0,64.53975219726563
1992.0,4.0,64.93628234863282
1992.0,5.0,67.71004943847657
1992.0,6.0,64.11986694335937
1992.0,7.0,64.52874450683595
1992.0,8.0,64.21359252929688
1992.0,9.0,66.42716674804689
1992.0,10.0,68.19184570312501
1992.0,11.0,65.7497802734375
1992.0,12.0,64.20890502929689
1993.0,1.0,62.40074157714844
1993.0,2.0,60.54142456054687
1993.0,3.0,60.614630126953124
1993.0,4.0,63.4901611328125
1993.0,5.0,63.11134643554688
1993.0,6.0,64.30902709960938
1993.0,7.0,65.38805541992187
1993.0,8.0,66.54945678710936
1993.0,9.0,68.36744384765626
1993.0,10.0,67.62116394042968
1993.0,11.0,64.91826171874999
1993.0,12.0,63.81508483886719
1994.0,1.0,63.54498901367188
1994.0,2.0,64.14004821777344
1994.0,3.0,60.83457946777344
1994.0,4.0,60.082037353515624
1994.0,5.0,64.20513916015625
1994.0,6.0,62.4688720703125
1994.0,7.0,65.95332641601563
1994.0,8.0,65.95161437988281
1994.0,9.0,67.08836364746094
1994.0,10.0,67.492138671875
1994.0,11.0,61.87850036621094
1994.0,12.0,63.316986083984375
1995.0,1.0,67.00945434570312
1995.0,2.0,64.41107177734375
1995.0,3.0,66.29822692871093
1995.0,4.0,64.61351928710937
1995.0,5.0,65.81123046875
1995.0,6.0,68.32498474121093
1995.0,7.0,68.82373352050782
1995.0,8.0,68.34061889648437
1995.0,9.0,69.82950744628906
1995.0,10.0,68.2518310546875
1995.0,11.0,66.97534790039063
1995.0,12.0,67.10906982421875
1996.0,1.0,63.978247070312506
1996.0,2.0,61.67020874023437
1996.0,3.0,63.0446533203125
1996.0,4.0,66.04880981445312
1996.0,5.0,66.65462951660156
1996.0,6.0,65.14286193847656
1996.0,7.0,64.98590087890625
1996.0,8.0,67.036669921875
1996.0,9.0,65.37568969726563
1996.0,10.0,68.3755859375
1996.0,11.0,65.27619323730468
1996.0,12.0,63.05103454589844
1997.0,1.0,64.94362182617188
1997.0,2.0,62.611993408203126
1997.0,3.0,62.09259033203125
1997.0,4.0,64.01614379882812
1997.0,5.0,63.36047973632813
1997.0,6.0,62.30180969238282
1997.0,7.0,68.64419555664062
1997.0,8.0,66.44035644531249
1997.0,9.0,65.1294677734375
1997.0,10.0,64.09780883789062
1997.0,11.0,64.50378112792968
1997.0,12.0,59.307348632812506
1998.0,1.0,65.7933319091797
1998.0,2.0,65.62407226562499
1998.0,3.0,62.12929077148438
1998.0,4.0,57.047264099121094
1998.0,5.0,61.27630615234375
1998.0,6.0,64.40367431640625
1998.0,7.0,67.35944213867188
1998.0,8.0,66.80581665039062
1998.0,9.0,64.85684814453126
1998.0,10.0,65.01166992187501
1998.0,11.0,62.962677001953125
1998.0,12.0,60.70332641601563
1999.0,1.0,61.146331787109375
1999.0,2.0,59.154882812500006
1999.0,3.0,58.709527587890626
1999.0,4.0,65.85321655273438
1999.0,5.0,66.65292358398438
1999.0,6.0,67.72491760253907
1999.0,7.0,72.87649841308594
1999.0,8.0,72.6272705078125
1999.0,9.0,70.57494506835937
1999.0,10.0,68.4200439453125
1999.0,11.0,66.22552490234375
1999.0,12.0,64.73554077148438
2000.0,1.0,62.96192626953125
2000.0,2.0,68.29743957519531
2000.0,3.0,67.41748657226563
2000.0,4.0,66.22158508300782
2000.0,5.0,69.84048156738282
2000.0,6.0,70.28681030273438
2000.0,7.0,71.21323852539064
2000.0,8.0,72.32244262695312
2000.0,9.0,70.13882751464843
2000.0,10.0,71.92609252929688
2000.0,11.0,68.25906066894531
2000.0,12.0,68.14500122070312
2001.0,1.0,69.63118896484374
2001.0,2.0,64.60264892578125
2001.0,3.0,65.72718811035156
2001.0,4.0,65.83701171875
2001.0,5.0,68.46558837890625
2001.0,6.0,70.20213317871094
2001.0,7.0,72.62031250000001
2001.0,8.0,74.06197814941407
2001.0,9.0,73.56058349609376
2001.0,10.0,71.07975158691406
2001.0,11.0,70.64736938476562
2001.0,12.0,65.27749328613281
2002.0,1.0,65.61115722656251
2002.0,2.0,65.54888610839845
2002.0,3.0,67.28492431640626
2002.0,4.0,67.8485595703125
2002.0,5.0,68.8742919921875
2002.0,6.0,71.37085571289063
2002.0,7.0,72.7165283203125
2002.0,8.0,72.51749877929687
2002.0,9.0,69.05343627929688
2002.0,10.0,70.58352661132812
2002.0,11.0,71.2864990234375
2002.0,12.0,68.28201293945312
2003.0,1.0,67.60710144042969
2003.0,2.0,66.47988891601562
2003.0,3.0,68.6185516357422
2003.0,4.0,66.1797607421875
2003.0,5.0,72.06251831054688
2003.0,6.0,70.6718780517578
2003.0,7.0,72.9912353515625
2003.0,8.0,73.2890625
2003.0,9.0,72.46080322265625
2003.0,10.0,72.1428466796875
2003.0,11.0,67.94189453125
2003.0,12.0,67.00260009765626
2004.0,1.0,66.3962890625
2004.0,2.0,67.5109375
2004.0,3.0,65.46439819335937
2004.0,4.0,66.19307250976563
2004.0,5.0,69.77888793945311
2004.0,6.0,70.81669921875
2004.0,7.0,71.5955078125
2004.0,8.0,73.32587280273438
2004.0,9.0,72.26643676757813
2004.0,10.0,71.03999938964844
2004.0,11.0,69.28071594238281
2004.0,12.0,66.63094787597656
2005.0,1.0,67.49087524414062
2005.0,2.0,66.5681365966797
2005.0,3.0,66.29150695800782
2005.0,4.0,67.43988647460938
2005.0,5.0,70.6859619140625
2005.0,6.0,69.96177673339844
2005.0,7.0,72.55580444335938
2005.0,8.0,72.22057495117187
2005.0,9.0,71.89851379394531
2005.0,10.0,69.23943176269532
2005.0,11.0,69.3822021484375
2005.0,12.0,70.50513305664063
2006.0,1.0,67.36228942871094
2006.0,2.0,64.15828552246094
2006.0,3.0,64.45993041992188
2006.0,4.0,64.9974853515625
2006.0,5.0,65.76774291992189
2006.0,6.0,70.51885070800782
2006.0,7.0,72.22275390625
2006.0,8.0,72.69420776367187
2006.0,9.0,71.17703552246093
2006.0,10.0,71.40986328125
2006.0,11.0,71.41718750000001
2006.0,12.0,69.17373352050781
2007.0,1.0,65.52893676757813
2007.0,2.0,63.93024291992188
2007.0,3.0,64.30668029785156
2007.0,4.0,64.26578674316406
2007.0,5.0,67.28914794921874
2007.0,6.0,69.1692626953125
2007.0,7.0,71.36504516601562
2007.0,8.0,68.71452636718749
2007.0,9.0,67.95886840820313
2007.0,10.0,67.0783447265625
2007.0,11.0,67.05917053222657
2007.0,12.0,62.179684448242185
2008.0,1.0,62.14039611816406
2008.0,2.0,63.4957275390625
2008.0,3.0,65.299755859375
