Year,Month,NDVI,datetime
2000.0,4.0,0.3326732052697075,2000-04-01
2000.0,5.0,0.1466496520572238,2000-05-01
2000.0,6.0,0.1538468731774224,2000-06-01
2000.0,7.0,0.4491730795966254,2000-07-01
2000.0,8.0,0.387331379784478,2000-08-01
2000.0,9.0,0.2874739699893527,2000-09-01
2000.0,10.0,0.5555086135864258,2000-10-01
2000.0,11.0,0.6431242624918619,2000-11-01
2000.0,12.0,0.5237147013346354,2000-12-01
2001.0,1.0,0.4335983594258626,2001-01-01
2001.0,2.0,0.2538805537753635,2001-02-01
2001.0,3.0,0.3291156027052138,2001-03-01
2001.0,4.0,0.4396223227183024,2001-04-01
2001.0,5.0,0.3382180531819661,2001-05-01
2001.0,6.0,0.3710258801778157,2001-06-01
2001.0,7.0,0.4201247427198622,2001-07-01
2001.0,8.0,0.5387385686238607,2001-08-01
2001.0,9.0,0.3702259593539768,2001-09-01
2001.0,10.0,0.5015039973788791,2001-10-01
2001.0,11.0,0.6106056637234158,2001-11-01
2001.0,12.0,0.5708781878153483,2001-12-01
2002.0,1.0,0.6121446821424696,2002-01-01
2002.0,2.0,0.5974196328057183,2002-02-01
2002.0,3.0,0.5596470303005643,2002-03-01
2002.0,4.0,0.2771259148915608,2002-04-01
2002.0,5.0,0.3696266015370686,2002-05-01
2002.0,6.0,0.4666670693291558,2002-06-01
2002.0,7.0,0.39102570215861,2002-07-01
2002.0,8.0,0.4144443141089545,2002-08-01
2002.0,9.0,0.3689529101053874,2002-09-01
2002.0,10.0,0.4061344464619954,2002-10-01
2002.0,11.0,0.532454702589247,2002-11-01
2002.0,12.0,0.5933051639133029,2002-12-01
2003.0,1.0,0.4873770607842339,2003-01-01
2003.0,2.0,0.3784875869750976,2003-02-01
2003.0,3.0,0.4274054103427463,2003-03-01
2003.0,4.0,0.3855367236667209,2003-04-01
2003.0,5.0,0.5275290277269151,2003-05-01
2003.0,6.0,0.3341752158270942,2003-06-01
2003.0,7.0,0.422388235727946,2003-07-01
2003.0,8.0,0.4408951070573594,2003-08-01
