,Month,Temp
415,August,62.14193420410156
416,September,60.708154296875
417,October,59.72792358398438
418,November,58.29411010742187
419,December,58.358911132812494
420,January,55.71831512451172
421,February,56.37301940917969
422,March,55.59665527343751
423,April,56.84288940429688
424,May,57.35091705322266
425,June,59.5447509765625
426,July,61.04024047851563
