,Month,tmean_f
421,February,72.84494567098497
422,March,74.20342044106013
423,April,75.14858120302611
424,May,76.10835517207278
425,June,77.44369746340982
426,July,78.29476519234572
427,August,79.2506953372231
428,September,79.05412628560127
429,October,78.05236507367485
430,November,75.99724028382121
431,December,74.3432165990902
432,January,72.2395155508307
