,Month,RF
1263,April,3.534870778481791
1264,May,2.3880204328401824
1265,June,1.4082073301780882
1266,July,2.3620812123216046
1267,August,0.3445214098832739
1268,September,1.3055376668614664
1269,October,1.6650813545767718
1270,November,2.6746730053518704
1271,December,6.652078463336614
1272,January,4.130222590889518
1273,February,7.97642457015871
1274,March,21.382925919660437
