,Month,tmean_f
421,February,62.784602864583334
422,March,63.060574001736114
423,April,64.20829535590278
424,May,64.49644368489584
425,June,66.12688802083333
426,July,67.4078830295139
427,August,67.96380208333333
428,September,67.28126085069445
429,October,66.49641655815972
430,November,65.19340820312499
431,December,63.80881618923611
432,January,62.88480360243056
