Year,Month,Day,RF_in
2026,3,1,0.0018692016601562
2026,3,2,0.1178054683489135
2026,3,3,0.4277864628425896
2026,3,4,0.3254018127020147
2026,3,5,0.0435073695308417
2026,3,6,0.0731406550696191
2026,3,7,0.0660833575883852
2026,3,8,0.1930347916173022
2026,3,9,0.0209962965923645
2026,3,10,0.0005226462856376
2026,3,11,0.0148566911574458
2026,3,12,0.5316187622272043
2026,3,13,0.4512511489110194
2026,3,14,9.973634616202489
2026,3,15,2.6438723290014097
2026,3,16,2.18278236867527
2026,3,17,0.7501489478528726
2026,3,18,0.4443374208079676
2026,3,20,0.1053217927464199
2026,3,21,0.3869627126280439
2026,3,22,0.1025262763853194
2026,3,23,1.3078426028452173
2026,3,24,2.0348704580872705
2026,3,27,0.0184756965299754
2026,3,28,1.831073080518798
2026,3,29,0.2903173963402687
2026,3,30,0.30930385698993573
