,Unnamed: 0.1,Year,Month,NDVI,datetime
0,0.0,2000.0,2.0,0.665562962962963,2000-02-01
1,1.0,2000.0,3.0,0.6626043209876542,2000-03-01
2,2.0,2000.0,4.0,0.6669160493827161,2000-04-01
3,3.0,2000.0,5.0,0.718022839506173,2000-05-01
4,4.0,2000.0,6.0,0.7393728395061728,2000-06-01
5,5.0,2000.0,7.0,0.4686320987654321,2000-07-01
6,6.0,2000.0,8.0,0.506529012345679,2000-08-01
7,7.0,2000.0,9.0,0.7550777777777777,2000-09-01
8,8.0,2000.0,10.0,0.7358753086419754,2000-10-01
9,9.0,2000.0,11.0,0.8006271604938271,2000-11-01
10,10.0,2000.0,12.0,0.8003487654320988,2000-12-01
11,11.0,2001.0,1.0,,2001-01-01
12,12.0,2001.0,2.0,0.7887530864197532,2001-02-01
13,13.0,2001.0,3.0,,2001-03-01
14,14.0,2001.0,4.0,,2001-04-01
15,15.0,2001.0,5.0,0.8017037037037036,2001-05-01
16,16.0,2001.0,6.0,0.7321246913580247,2001-06-01
17,17.0,2001.0,7.0,0.8194123456790126,2001-07-01
18,18.0,2001.0,8.0,0.6593734567901235,2001-08-01
19,19.0,2001.0,9.0,0.766753086419753,2001-09-01
20,20.0,2001.0,10.0,0.7607061728395061,2001-10-01
21,21.0,2001.0,11.0,0.6981728395061728,2001-11-01
22,22.0,2001.0,12.0,,2001-12-01
23,23.0,2002.0,1.0,,2002-01-01
24,24.0,2002.0,2.0,,2002-02-01
25,25.0,2002.0,3.0,0.4186481481481481,2002-03-01
26,26.0,2002.0,4.0,0.4097018518518518,2002-04-01
27,27.0,2002.0,5.0,0.6940759259259259,2002-05-01
28,28.0,2002.0,6.0,0.5505512345679012,2002-06-01
29,29.0,2002.0,7.0,0.7004790123456791,2002-07-01
30,30.0,2002.0,8.0,0.6589783950617284,2002-08-01
31,31.0,2002.0,9.0,0.8266617283950618,2002-09-01
32,32.0,2002.0,10.0,0.7933703703703704,2002-10-01
33,33.0,2002.0,11.0,0.7901537037037039,2002-11-01
34,34.0,2002.0,12.0,0.7838333333333333,2002-12-01
35,35.0,2003.0,1.0,0.7725413580246915,2003-01-01
36,36.0,2003.0,2.0,0.7689845679012347,2003-02-01
37,37.0,2003.0,3.0,0.7221506172839507,2003-03-01
38,38.0,2003.0,4.0,0.5947222222222223,2003-04-01
39,39.0,2003.0,5.0,0.7495438271604937,2003-05-01
40,40.0,2003.0,6.0,0.7669228395061729,2003-06-01
41,41.0,2003.0,7.0,0.586774074074074,2003-07-01
42,42.0,2003.0,8.0,0.7608154320987656,2003-08-01
43,43.0,2003.0,9.0,0.7752222222222221,2003-09-01
44,44.0,2003.0,10.0,0.7086234567901234,2003-10-01
45,45.0,2003.0,11.0,0.7422944444444445,2003-11-01
46,46.0,2003.0,12.0,0.7900030864197531,2003-12-01
47,47.0,2004.0,1.0,0.7161358024691359,2004-01-01
48,48.0,2004.0,2.0,0.7535462962962964,2004-02-01
49,49.0,2004.0,3.0,0.795954938271605,2004-03-01
50,50.0,2004.0,4.0,0.5329796296296296,2004-04-01
51,51.0,2004.0,5.0,0.6546851851851854,2004-05-01
52,52.0,2004.0,6.0,0.7204574074074074,2004-06-01
53,53.0,2004.0,7.0,0.7302067901234568,2004-07-01
54,54.0,2004.0,8.0,0.7966524691358026,2004-08-01
55,55.0,2004.0,9.0,0.7310691358024691,2004-09-01
56,56.0,2004.0,10.0,0.7723580246913581,2004-10-01
57,57.0,2004.0,11.0,0.7651296296296296,2004-11-01
58,58.0,2004.0,12.0,0.7728716049382717,2004-12-01
59,59.0,2005.0,1.0,0.7631351851851852,2005-01-01
60,60.0,2005.0,2.0,0.7692456790123456,2005-02-01
61,61.0,2005.0,3.0,0.6992574074074075,2005-03-01
62,62.0,2005.0,4.0,0.7287246913580246,2005-04-01
63,63.0,2005.0,5.0,0.7631154320987654,2005-05-01
64,64.0,2005.0,6.0,0.5538345679012346,2005-06-01
65,65.0,2005.0,7.0,0.7396129629629629,2005-07-01
66,66.0,2005.0,8.0,0.7839148148148148,2005-08-01
67,67.0,2005.0,9.0,0.7655209876543211,2005-09-01
68,68.0,2005.0,10.0,0.4892308641975309,2005-10-01
69,69.0,2005.0,11.0,0.7952524691358026,2005-11-01
70,70.0,2005.0,12.0,0.7943358024691359,2005-12-01
71,71.0,2006.0,1.0,0.7522314814814816,2006-01-01
72,72.0,2006.0,2.0,0.492008024691358,2006-02-01
73,73.0,2006.0,3.0,0.7394141975308642,2006-03-01
74,74.0,2006.0,4.0,0.3928253086419753,2006-04-01
75,75.0,2006.0,5.0,0.5007413580246914,2006-05-01
76,76.0,2006.0,6.0,0.7191629629629631,2006-06-01
77,77.0,2006.0,7.0,0.7411080246913581,2006-07-01
78,78.0,2006.0,8.0,0.7738339506172839,2006-08-01
79,79.0,2006.0,9.0,0.7734382716049384,2006-09-01
80,80.0,2006.0,10.0,0.7826061728395063,2006-10-01
81,81.0,2006.0,11.0,0.6513882716049383,2006-11-01
82,82.0,2006.0,12.0,0.750938888888889,2006-12-01
83,83.0,2007.0,1.0,0.553658024691358,2007-01-01
84,84.0,2007.0,2.0,0.5784129629629631,2007-02-01
85,85.0,2007.0,3.0,0.7233030864197532,2007-03-01
86,86.0,2007.0,4.0,0.6297203703703703,2007-04-01
87,87.0,2007.0,5.0,0.7842438271604938,2007-05-01
88,88.0,2007.0,6.0,0.640580864197531,2007-06-01
89,89.0,2007.0,7.0,0.7271888888888889,2007-07-01
90,90.0,2007.0,8.0,0.6684845679012344,2007-08-01
91,91.0,2007.0,9.0,0.7236296296296297,2007-09-01
92,92.0,2007.0,10.0,0.7774901234567901,2007-10-01
93,93.0,2007.0,11.0,0.7606833333333334,2007-11-01
94,94.0,2007.0,12.0,0.5961777777777777,2007-12-01
95,95.0,2008.0,1.0,0.7612382716049383,2008-01-01
96,96.0,2008.0,2.0,0.6860697530864198,2008-02-01
97,97.0,2008.0,3.0,0.5335975308641975,2008-03-01
98,98.0,2008.0,4.0,0.6381962962962962,2008-04-01
99,99.0,2008.0,5.0,0.7411691358024691,2008-05-01
100,100.0,2008.0,6.0,0.7291703703703704,2008-06-01
101,101.0,2008.0,7.0,0.6977086419753086,2008-07-01
102,102.0,2008.0,8.0,0.758117901234568,2008-08-01
103,103.0,2008.0,9.0,0.7568839506172841,2008-09-01
104,104.0,2008.0,10.0,0.7377999999999999,2008-10-01
105,105.0,2008.0,11.0,0.6477123456790125,2008-11-01
106,106.0,2008.0,12.0,0.7682746913580247,2008-12-01
107,107.0,2009.0,1.0,0.7567901234567902,2009-01-01
108,108.0,2009.0,2.0,0.6635271604938272,2009-02-01
109,109.0,2009.0,3.0,0.39355,2009-03-01
110,110.0,2009.0,4.0,0.5713277777777779,2009-04-01
111,111.0,2009.0,5.0,0.5857796296296297,2009-05-01
112,112.0,2009.0,6.0,0.7711635802469137,2009-06-01
113,113.0,2009.0,7.0,0.4080586419753086,2009-07-01
114,114.0,2009.0,8.0,0.6941913580246915,2009-08-01
115,115.0,2009.0,9.0,0.7943185185185186,2009-09-01
116,116.0,2009.0,10.0,0.8172370370370371,2009-10-01
117,117.0,2009.0,11.0,0.7063327160493827,2009-11-01
118,118.0,2009.0,12.0,0.7902246913580245,2009-12-01
119,119.0,2010.0,1.0,0.7862703703703704,2010-01-01
120,120.0,2010.0,2.0,0.7675901234567902,2010-02-01
121,121.0,2010.0,3.0,0.4916907407407407,2010-03-01
122,122.0,2010.0,4.0,0.549032098765432,2010-04-01
123,123.0,2010.0,5.0,0.7690407407407407,2010-05-01
124,124.0,2010.0,6.0,0.571254938271605,2010-06-01
