Year,Month,Day,RF_in
2026,3,31,0.2328469851302766
2026,4,1,0.154602004057049
2026,4,2,0.0332179949769615
2026,4,3,0.0595957588335973
2026,4,4,0.0002549849580957
2026,4,5,0.0002224050129805
2026,4,6,0.0025790961082838
2026,4,7,2.524292312582021
2026,4,8,0.2045970159148502
2026,4,9,0.0017686475032479
2026,4,10,0.8064451576426482
2026,4,11,0.2852863902494976
2026,4,12,0.0019626278994068
2026,4,13,0.004085384224552
2026,4,14,0.0
2026,4,15,0.0
2026,4,16,0.0010549512382984
2026,4,17,0.0
2026,4,18,0.0067903697229954
2026,4,19,0.2197855351165211
2026,4,20,0.0676891747422105
2026,4,21,0.0347133905138765
