,Month,tmean_f
421,February,66.50125122070312
422,March,67.12362976074218
423,April,68.27591552734376
424,May,68.51824951171875
425,June,69.83499755859376
426,July,70.990966796875
427,August,71.49209594726562
428,September,71.16233520507812
429,October,70.42282104492188
430,November,69.04424743652345
431,December,67.64741821289063
432,January,66.6452423095703
