oldMonth,RF_in,Month,RF
January,5.319178673037402,May,1.8494718227865299
February,4.413629207998425,June,1.0830129387441179
March,4.883312603519482,July,0.8804677268631411
April,3.0742736922746956,August,1.6637348988832161
May,1.8494718227865299,September,1.5813601692817367
June,1.0830129387441179,October,1.675247184434521
July,0.8804677268631411,November,3.613509277569493
August,1.6637348988832161,December,4.878383129393187
September,1.5813601692817367,January,5.319178673037402
October,1.675247184434521,February,4.413629207998425
November,3.613509277569493,March,4.883312603519482
December,4.878383129393187,April,3.0742736922746956
