,Month,Temp
415,August,75.07246093750001
416,September,74.60830891927083
417,October,74.06808268229167
418,November,71.8819118923611
419,December,71.17208658854167
420,January,69.13439127604167
421,February,69.25954318576389
422,March,70.06527235243055
423,April,71.34329969618057
424,May,72.03525933159722
425,June,73.64518500434028
426,July,74.5662380642361
