,Year,Month,ET,datetime
0,2001.0,1.0,2.0703125,2001-01-01
1,2001.0,2.0,1.63296875,2001-02-01
2,2001.0,3.0,1.6341666666666668,2001-03-01
3,2001.0,4.0,1.9483333333333333,2001-04-01
4,2001.0,5.0,1.8204166666666663,2001-05-01
5,2001.0,6.0,2.03,2001-06-01
6,2001.0,7.0,2.4888020833333333,2001-07-01
7,2001.0,8.0,1.8650735294117649,2001-08-01
8,2001.0,9.0,1.6569078947368423,2001-09-01
9,2001.0,10.0,1.5354166666666669,2001-10-01
10,2001.0,11.0,1.719133771929825,2001-11-01
11,2001.0,12.0,1.44125,2001-12-01
12,2002.0,1.0,2.376458333333333,2002-01-01
13,2002.0,2.0,3.152916666666667,2002-02-01
14,2002.0,3.0,3.0047916666666667,2002-03-01
15,2002.0,4.0,2.6740625,2002-04-01
16,2002.0,5.0,3.2964583333333337,2002-05-01
17,2002.0,6.0,2.9014062500000004,2002-06-01
18,2002.0,7.0,2.9491898148148152,2002-07-01
19,2002.0,8.0,2.3332291666666665,2002-08-01
20,2002.0,9.0,1.6608333333333334,2002-09-01
21,2002.0,10.0,2.40875,2002-10-01
22,2002.0,11.0,2.796979166666667,2002-11-01
23,2002.0,12.0,2.006145833333334,2002-12-01
24,2003.0,1.0,1.697447916666667,2003-01-01
25,2003.0,2.0,2.8796875,2003-02-01
26,2003.0,3.0,2.8711979166666675,2003-03-01
27,2003.0,4.0,2.6427083333333337,2003-04-01
28,2003.0,5.0,2.494947916666666,2003-05-01
29,2003.0,6.0,2.016197916666667,2003-06-01
30,2003.0,7.0,2.695729166666667,2003-07-01
31,2003.0,8.0,2.3657291666666667,2003-08-01
32,2003.0,9.0,1.5057017543859652,2003-09-01
33,2003.0,10.0,1.4696614583333334,2003-10-01
34,2003.0,11.0,1.4646875,2003-11-01
35,2003.0,12.0,2.0134375,2003-12-01
36,2004.0,1.0,2.8703125,2004-01-01
37,2004.0,2.0,2.956354166666667,2004-02-01
38,2004.0,3.0,3.3088541666666664,2004-03-01
39,2004.0,4.0,3.561041666666667,2004-04-01
40,2004.0,5.0,3.8145833333333337,2004-05-01
41,2004.0,6.0,3.737343750000001,2004-06-01
42,2004.0,7.0,2.6801041666666667,2004-07-01
43,2004.0,8.0,2.597864583333333,2004-08-01
44,2004.0,9.0,2.162916666666667,2004-09-01
45,2004.0,10.0,2.3109375000000005,2004-10-01
46,2004.0,11.0,2.401250000000001,2004-11-01
47,2004.0,12.0,1.9067708333333333,2004-12-01
48,2005.0,1.0,2.5484375000000004,2005-01-01
49,2005.0,2.0,2.8039062500000003,2005-02-01
50,2005.0,3.0,2.95,2005-03-01
51,2005.0,4.0,2.9196875,2005-04-01
52,2005.0,5.0,3.1315625,2005-05-01
53,2005.0,6.0,2.8480729166666667,2005-06-01
54,2005.0,7.0,2.7906770833333336,2005-07-01
55,2005.0,8.0,2.1207812500000003,2005-08-01
56,2005.0,9.0,2.5014583333333333,2005-09-01
57,2005.0,10.0,2.329895833333333,2005-10-01
58,2005.0,11.0,2.3370833333333336,2005-11-01
59,2005.0,12.0,2.095416666666667,2005-12-01
60,2006.0,1.0,1.9978645833333333,2006-01-01
61,2006.0,2.0,2.1867708333333336,2006-02-01
62,2006.0,3.0,2.848958333333333,2006-03-01
63,2006.0,4.0,3.581030701754385,2006-04-01
64,2006.0,5.0,3.27640625,2006-05-01
65,2006.0,6.0,2.7615625,2006-06-01
66,2006.0,7.0,3.0975,2006-07-01
67,2006.0,8.0,2.419947916666667,2006-08-01
68,2006.0,9.0,2.158645833333334,2006-09-01
69,2006.0,10.0,1.9084375,2006-10-01
70,2006.0,11.0,2.871302083333333,2006-11-01
71,2006.0,12.0,2.1244270833333334,2006-12-01
72,2007.0,1.0,2.0740625,2007-01-01
73,2007.0,2.0,2.1126041666666664,2007-02-01
74,2007.0,3.0,2.669895833333334,2007-03-01
75,2007.0,4.0,2.552083333333334,2007-04-01
76,2007.0,5.0,2.5770833333333334,2007-05-01
77,2007.0,6.0,2.901145833333333,2007-06-01
78,2007.0,7.0,3.0947916666666666,2007-07-01
79,2007.0,8.0,2.01421875,2007-08-01
80,2007.0,9.0,2.0656250000000003,2007-09-01
81,2007.0,10.0,1.6929166666666666,2007-10-01
82,2007.0,11.0,2.12609375,2007-11-01
83,2007.0,12.0,2.3283333333333336,2007-12-01
84,2008.0,1.0,2.4702083333333333,2008-01-01
85,2008.0,2.0,2.731302083333333,2008-02-01
86,2008.0,3.0,2.9359375000000005,2008-03-01
87,2008.0,4.0,2.889479166666667,2008-04-01
88,2008.0,5.0,2.570625,2008-05-01
89,2008.0,6.0,2.96796875,2008-06-01
