Year,Month,Day,RF_in
2026,3,1,0.0
2026,3,2,0.0075908155451481
2026,3,3,0.046072346459351
2026,3,4,0.0367541353498822
2026,3,5,0.0297712424504371
2026,3,6,0.0042754062308831
2026,3,7,0.0155407825943516
2026,3,8,0.0096640109876809
2026,3,9,0.0
2026,3,10,0.0005558221486424
2026,3,11,1.9912460147668167
2026,3,12,1.027867630641222
2026,3,13,4.856722418161271
2026,3,14,3.1784709976031644
2026,3,15,0.7036534729626895
2026,3,16,0.1353800793923383
2026,3,17,0.493556308458947
2026,3,18,0.0
2026,3,20,2.810302330915233
2026,3,21,3.4890583609774475
2026,3,22,4.74126220062336
2026,3,23,0.5800822307964543
2026,3,24,0.0091420441845641
2026,3,27,0.0482585421569889
2026,3,28,0.0490659363499023
2026,3,29,0.0057054272867957
2026,3,30,0.02711299326279148
