,Month,Temp
415,August,67.98620876736112
416,September,67.21487901475695
417,October,66.39666341145833
418,November,64.68082682291666
419,December,64.45185004340277
420,January,62.46638726128472
421,February,62.749110243055554
422,March,62.72641059027778
423,April,63.962033420138894
424,May,64.33718804253472
425,June,65.98214789496528
426,July,67.26544867621527
