oldMonth,oldNDVI,Month,NDVI
January,0.706301318510079,November,0.639946479326413
February,0.6577062969443239,December,0.658477054172092
March,0.6117057065610533,January,0.706301318510079
April,0.5952373750981895,February,0.6577062969443239
May,0.6365712845993404,March,0.6117057065610533
June,0.6220936064253733,April,0.5952373750981895
July,0.6110516029205757,May,0.6365712845993404
August,0.6383786522991184,June,0.6220936064253733
September,0.6546753650603697,July,0.6110516029205757
October,0.6199272251763122,August,0.6383786522991184
November,0.639946479326413,September,0.6546753650603697
December,0.658477054172092,October,0.6199272251763122
